TITLE = ": Ringleb's Flow Error Norms "
VARIABLES = "N" \ 
"L1" \ 
"L2" \ 
"Max" \ 
ZONE T =  "Block Number = 0" \ 
I = 5 \ 
J = 1 \ 
F = POINT \ 
9.805807e-02 6.089960e-04 9.675040e-04 3.866280e-03
4.938648e-02 1.359110e-04 2.379520e-04 1.575550e-03
2.468571e-02 3.531850e-05 8.167550e-05 9.599690e-04
1.235039e-02 1.786330e-05 6.449610e-05 5.041300e-03
