0.790961D-01	0.677474D-01	0.573543D-01	0.482499D-01	0.405605D-01
0.341713D-01	0.287329D-01	0.242912D-01	0.205939D-01	
0.832125D-03	0.962922D-02	0.215420D-01	0.277047D-01	0.285694D-01
0.267568D-01	0.242728D-01	0.217839D-01	0.194646D-01	0.173809D-01
0.155078D-01	0.137939D-01	0.122823D-01	0.109095D-01	
0.570305D-03	0.324184D-02	0.678863D-02	0.950586D-02	0.107943D-01
0.108534D-01	0.103198D-01	0.961964D-02	0.887822D-02	0.820958D-02
0.759285D-02	0.702413D-02	0.650118D-02	0.600912D-02	
0.706499D-04	0.736402D-03	0.169462D-02	0.259693D-02	0.338348D-02
0.392272D-02	0.421809D-02	0.431396D-02	0.427866D-02	0.415951D-02
0.398852D-02	0.379329D-02	0.359271D-02	0.338649D-02	
0.591821D-05	0.170941D-03	0.710613D-03	0.145444D-02	0.209429D-02
0.252002D-02	0.276219D-02	0.285859D-02	0.286321D-02	0.280573D-02
0.270974D-02	0.258661D-02	0.244924D-02	0.230471D-02	
0.557763D-05	0.224458D-03	0.100866D-02	0.192864D-02	0.253482D-02
0.279297D-02	0.283848D-02	0.276545D-02	0.264314D-02	0.249442D-02
0.234218D-02	0.218862D-02	0.203991D-02	0.189747D-02	
0.188382D-04	0.540891D-03	0.175626D-02	0.273016D-02	0.314856D-02
0.319367D-02	0.305324D-02	0.285613D-02	0.264175D-02	0.243508D-02
0.223354D-02	0.205063D-02	0.188004D-02	0.172379D-02	
0.964679D-04	0.117245D-02	0.253805D-02	0.322176D-02	0.330533D-02
0.312453D-02	0.285839D-02	0.258375D-02	0.234652D-02	0.212304D-02
0.192546D-02	0.175038D-02	0.159455D-02	0.145273D-02	
0.253642D-03	0.160344D-02	0.285539D-02	0.328140D-02	0.319942D-02
0.292647D-02	0.261216D-02	0.231794D-02	0.205574D-02	0.182578D-02
0.162414D-02	0.145096D-02	0.129884D-02	0.116693D-02	
0.309914D-03	0.171827D-02	0.253830D-02	0.261789D-02	0.242638D-02
0.214973D-02	0.188057D-02	0.162626D-02	0.140211D-02	0.120929D-02
0.104462D-02	0.904649D-03	0.786925D-03	0.687002D-03	
0.202983D-04	0.457511D-03	0.138326D-02	0.210058D-02	0.231556D-02
0.221380D-02	0.195904D-02	0.166456D-02	0.139250D-02	0.115785D-02
0.961633D-03	0.800738D-03	0.669507D-03	0.563696D-03	
0.921907D-04	0.104825D-02	0.234900D-02	0.294292D-02	0.284637D-02
0.239379D-02	0.192009D-02	0.149067D-02	0.114747D-02	0.881432D-03
0.681055D-03	0.530806D-03	0.417424D-03	0.330734D-03	
0.402869D-03	0.219796D-02	0.352154D-02	0.360055D-02	0.302981D-02
0.231911D-02	0.172319D-02	0.126185D-02	0.923869D-03	0.684074D-03
0.512661D-03	0.389140D-03	0.297873D-03	0.230433D-03	
0.503590D-03	0.266559D-02	0.400698D-02	0.400397D-02	0.334898D-02
0.259794D-02	0.195355D-02	0.145798D-02	0.108861D-02	0.817211D-03
0.620281D-03	0.474646D-03	0.367583D-03	0.286990D-03	
0.684407D-04	0.124006D-02	0.333999D-02	0.465732D-02	0.486836D-02
0.440260D-02	0.376619D-02	0.311865D-02	0.255073D-02	0.207666D-02
0.169229D-02	0.138609D-02	0.114204D-02	0.944363D-03	
0.655082D-08	0.191322D-05	0.283777D-04	0.103142D-03	0.195158D-03
0.269377D-03	0.310094D-03	0.327587D-03	0.324589D-03	0.308420D-03
0.286916D-03	0.264128D-03	0.238978D-03	0.215631D-03	
0.313190D-33	0.543354D-18	0.839098D-12	0.511497D-09	0.205311D-08
0.320573D-08	0.423723D-08	0.575949D-08	0.912265D-08	0.156286D-07
0.267303D-07	0.424744D-07	0.637915D-07	0.893574D-07	
0.332872D-35	0.264618D-19	0.108548D-12	0.577928D-11	0.402883D-11
0.155761D-10	0.132056D-09	0.675059D-09	0.234736D-08	0.609484D-08
0.124465D-07	0.228773D-07	0.361832D-07	0.528304D-07	
0.948233D-07	0.346153D-06	0.393037D-06	0.301697D-06	0.203112D-06
0.130884D-06	0.843921D-07	0.552663D-07	0.373843D-07	0.262816D-07
0.192355D-07	0.150000D-07	0.135690D-07	0.135441D-07	
0.248232D-04	0.291802D-04	0.360993D-04	0.363052D-04	0.310482D-04
0.272084D-04	0.294616D-04	0.510644D-04	0.106472D-03	0.221191D-03
0.522610D-03	0.943371D-03	0.155515D-02	0.236833D-02	
0.180882D-04	0.343540D-04	0.395071D-04	0.402064D-04	0.401315D-04
0.437163D-04	0.572493D-04	0.134251D-03	0.315838D-03	0.696931D-03
0.143280D-02	0.250304D-02	0.397094D-02	0.581946D-02	
0.135119D-04	0.286902D-04	0.613848D-04	0.935179D-04	0.112679D-03
0.133020D-03	0.170630D-03	0.435590D-03	0.996780D-03	0.208063D-02
0.386600D-02	0.638604D-02	0.961532D-02	0.134174D-01	
0.119572D-03	0.302712D-03	0.417567D-03	0.430911D-03	0.403954D-03
0.418119D-03	0.601832D-03	0.137766D-02	0.301863D-02	0.591034D-02
0.101907D-01	0.157950D-01	0.224450D-01	0.297779D-01	
0.207100D-02	0.156079D-02	0.123181D-02	0.101175D-02	0.888767D-03
0.100828D-02	0.184627D-02	0.419516D-02	0.877779D-02	0.159816D-01
0.256803D-01	0.372713D-01	0.500367D-01	0.630345D-01	
0.331998D-02	0.193662D-02	0.159311D-02	0.138267D-02	0.135515D-02
0.215479D-02	0.519450D-02	0.121263D-01	0.239027D-01	0.403429D-01
0.603197D-01	0.821240D-01	0.104104D+00	0.124789D+00	
0.443482D-03	0.949290D-03	0.114663D-02	0.114997D-02	0.186911D-02
0.541812D-02	0.150974D-01	0.333332D-01	0.601544D-01	0.933827D-01
0.129674D+00	0.165508D+00	0.198647D+00	0.226862D+00	
0.235893D-03	0.547764D-03	0.811043D-03	0.139463D-02	0.493569D-02
0.169790D-01	0.430330D-01	0.843125D-01	0.136907D+00	0.194654D+00
0.250877D+00	0.300898D+00	0.341892D+00	0.372787D+00	
0.193104D-04	0.177058D-03	0.731498D-03	0.380403D-02	0.173680D-01
0.522549D-01	0.112661D+00	0.192049D+00	0.279108D+00	0.361920D+00
0.432910D+00	0.487628D+00	0.525006D+00	0.546694D+00	
0.147686D-04	0.376416D-03	0.318382D-02	0.174082D-01	0.628444D-01
0.151040D+00	0.271613D+00	0.403019D+00	0.524706D+00	0.623839D+00
0.695680D+00	0.740043D+00	0.760757D+00	0.761811D+00	
0.137008D-03	0.377125D-02	0.202580D-01	0.796945D-01	0.212263D+00
0.399901D+00	0.597847D+00	0.768149D+00	0.896312D+00	0.979864D+00
0.102315D+01	0.103535D+01	0.102387D+01	0.997105D+00	
0.774882D-02	0.368537D-01	0.112563D+00	0.321870D+00	0.633281D+00
0.937136D+00	0.116531D+01	0.130445D+01	0.137172D+01	0.138599D+01
0.136712D+01	0.132587D+01	0.127063D+01	0.121042D+01	
0.159172D+00	0.204790D+00	0.545401D+00	0.112664D+01	0.161859D+01
0.189143D+01	0.197942D+01	0.195542D+01	0.187923D+01	0.177936D+01
0.167305D+01	0.156816D+01	0.146958D+01	0.137570D+01	
0.426719D+00	0.102703D+01	0.231905D+01	0.313424D+01	0.328992D+01
0.309078D+01	0.278151D+01	0.247409D+01	0.219999D+01	0.196591D+01
0.176511D+01	0.159580D+01	0.144802D+01	0.131744D+01	
0.318591D+01	0.647052D+01	0.706480D+01	0.614025D+01	0.488481D+01
0.388584D+01	0.313861D+01	0.259246D+01	0.218670D+01	0.187643D+01
0.162969D+01	0.142911D+01	0.126174D+01	0.112064D+01	
0.294711D+02	0.172893D+02	0.107540D+02	0.719817D+01	0.517330D+01
0.395191D+01	0.314406D+01	0.257809D+01	0.215650D+01	0.182644D+01
0.156205D+01	0.134579D+01	0.116844D+01	0.101888D+01	
0.391924D+02	0.172379D+02	0.107584D+02	0.742472D+01	0.537429D+01
0.400176D+01	0.305500D+01	0.239565D+01	0.190869D+01	0.154735D+01
0.127138D+01	0.105730D+01	0.888099D+00	0.752064D+00	
0.255753D+02	0.156574D+02	0.993245D+01	0.635912D+01	0.415422D+01
0.282028D+01	0.198587D+01	0.144440D+01	0.108096D+01	0.833029D+00
0.649831D+00	0.517163D+00	0.417303D+00	0.341227D+00	
0.143026D-01	0.130693D+00	0.280870D+00	0.345539D+00	0.329731D+00
0.279963D+00	0.226444D+00	0.181036D+00	0.143883D+00	0.114502D+00
0.911160D-01	0.742494D-01	0.606589D-01	0.497917D-01	
0.257054D-04	0.105724D-03	0.143699D-03	0.136312D-03	0.110732D-03
0.896044D-04	0.804131D-04	0.930091D-04	0.126744D-03	0.179244D-03
0.249548D-03	0.327943D-03	0.411784D-03	0.499832D-03	
0.271558D-04	0.163468D-03	0.261906D-03	0.271430D-03	0.232558D-03
0.184100D-03	0.145071D-03	0.122626D-03	0.115676D-03	0.123929D-03
0.147252D-03	0.182238D-03	0.224770D-03	0.273616D-03	
0.113071D-04	0.196211D-04	0.215110D-04	0.228612D-04	0.548526D-04
0.197411D-03	0.542284D-03	0.116892D-02	0.191280D-02	0.281533D-02
0.376124D-02	0.463571D-02	0.539714D-02	0.601610D-02	
0.152030D-04	0.134867D-04	0.141869D-04	0.286639D-04	0.140276D-03
0.508356D-03	0.124509D-02	0.239983D-02	0.362593D-02	0.496908D-02
0.625070D-02	0.732515D-02	0.816735D-02	0.877565D-02	
0.487716D-04	0.271545D-04	0.258905D-04	0.830875D-04	0.396815D-03
0.121555D-02	0.260439D-02	0.449877D-02	0.629006D-02	0.808353D-02
0.963887D-02	0.108068D-01	0.116153D-01	0.120918D-01	
0.353703D-04	0.499420D-04	0.685210D-04	0.263490D-03	0.104866D-02
0.269578D-02	0.505078D-02	0.787928D-02	0.102744D-01	0.124453D-01
0.141890D-01	0.153650D-01	0.160561D-01	0.163464D-01	
0.141487D-05	0.154610D-04	0.118536D-03	0.753180D-03	0.253074D-02
0.543609D-02	0.889395D-02	0.124995D-01	0.151592D-01	0.173515D-01
0.189649D-01	0.198939D-01	0.203250D-01	0.203417D-01	
0.478623D-05	0.705030D-04	0.514727D-03	0.233643D-02	0.594427D-02
0.104868D-01	0.148780D-01	0.187296D-01	0.210555D-01	0.227074D-01
0.237389D-01	0.240987D-01	0.240100D-01	0.236106D-01	
0.361621D-04	0.320354D-03	0.187506D-02	0.612430D-02	0.120007D-01
0.175851D-01	0.218198D-01	0.248801D-01	0.261281D-01	0.267672D-01
0.268850D-01	0.265657D-01	0.259489D-01	0.251583D-01	
0.300692D-03	0.130723D-02	0.586941D-02	0.138003D-01	0.213118D-01
0.263748D-01	0.290715D-01	0.303454D-01	0.300379D-01	0.294400D-01
0.286662D-01	0.276763D-01	0.266071D-01	0.254890D-01	
0.170540D-02	0.516048D-02	0.161681D-01	0.277524D-01	0.344212D-01
0.367085D-01	0.364651D-01	0.354680D-01	0.335944D-01	0.320544D-01
0.306613D-01	0.293358D-01	0.280545D-01	0.268170D-01	
0.431648D-02	0.188356D-01	0.384025D-01	0.483006D-01	0.496339D-01
0.469947D-01	0.435334D-01	0.406596D-01	0.377349D-01	0.357073D-01
0.339920D-01	0.324881D-01	0.309937D-01	0.295095D-01	
0.230645D-01	0.572745D-01	0.711812D-01	0.679551D-01	0.597769D-01
0.518990D-01	0.460143D-01	0.424475D-01	0.394564D-01	0.375667D-01
0.360479D-01	0.345916D-01	0.330970D-01	0.315098D-01	
0.124419D+00	0.128333D+00	0.105225D+00	0.813072D-01	0.639203D-01
0.526637D-01	0.464267D-01	0.433174D-01	0.408796D-01	0.394126D-01
0.381076D-01	0.366442D-01	0.350738D-01	0.333375D-01	
0.406119D+00	0.200475D+00	0.124191D+00	0.853328D-01	0.643935D-01
0.539029D-01	0.487822D-01	0.466406D-01	0.445444D-01	0.431142D-01
0.416361D-01	0.398892D-01	0.379898D-01	0.359654D-01	
0.467640D+00	0.188140D+00	0.985779D-01	0.681432D-01	0.577725D-01
0.544752D-01	0.531819D-01	0.524526D-01	0.506383D-01	0.489642D-01
0.470021D-01	0.448419D-01	0.425045D-01	0.400951D-01	
0.621352D-01	0.796826D-01	0.824623D-01	0.805109D-01	0.765533D-01
0.722429D-01	0.676505D-01	0.638133D-01	0.591204D-01	0.552073D-01
0.515783D-01	0.480960D-01	0.448124D-01	0.417264D-01	
0.113318D+00	0.127019D+00	0.120201D+00	0.107696D+00	0.945509D-01
0.831123D-01	0.735511D-01	0.664457D-01	0.597951D-01	0.545276D-01
0.499966D-01	0.459317D-01	0.422224D-01	0.388490D-01	
0.616582D+00	0.305954D+00	0.197205D+00	0.142138D+00	0.111169D+00
0.910456D-01	0.770448D-01	0.672575D-01	0.587183D-01	0.520840D-01
0.464674D-01	0.416206D-01	0.373190D-01	0.335519D-01	
0.737391D+00	0.337253D+00	0.198985D+00	0.135130D+00	0.101251D+00
0.805337D-01	0.667944D-01	0.571713D-01	0.490686D-01	0.428628D-01
0.376478D-01	0.332045D-01	0.293708D-01	0.260546D-01	
0.121551D+00	0.175583D+00	0.171625D+00	0.144512D+00	0.115143D+00
0.904719D-01	0.718141D-01	0.577745D-01	0.466725D-01	0.382878D-01
0.316555D-01	0.264296D-01	0.222277D-01	0.187994D-01	
0.247101D-04	0.769489D-03	0.348123D-02	0.691577D-02	0.932708D-02
0.103632D-01	0.105311D-01	0.101635D-01	0.938704D-02	0.857032D-02
0.775978D-02	0.698476D-02	0.623754D-02	0.558088D-02	
0.259965D-04	0.118139D-03	0.159856D-03	0.147433D-03	0.118127D-03
0.896638D-04	0.679513D-04	0.523737D-04	0.410366D-04	0.337107D-04
0.302028D-04	0.274744D-04	0.265916D-04	0.259757D-04	
0.277311D-05	0.251763D-04	0.902579D-04	0.151372D-03	0.177657D-03
0.174919D-03	0.157660D-03	0.136237D-03	0.114934D-03	0.959656D-04
0.797772D-04	0.662454D-04	0.550507D-04	0.459061D-04	
0.184677D-04	0.812386D-04	0.197357D-03	0.261526D-03	0.262991D-03
0.232372D-03	0.193634D-03	0.157178D-03	0.126594D-03	0.101883D-03
0.820954D-04	0.665856D-04	0.543093D-04	0.446619D-04	
0.398591D-04	0.207299D-03	0.396772D-03	0.461052D-03	0.428717D-03
0.359204D-03	0.287986D-03	0.227966D-03	0.180277D-03	0.143455D-03
0.114966D-03	0.930125D-04	0.761490D-04	0.629577D-04	
0.186035D-03	0.513567D-03	0.653301D-03	0.616631D-03	0.516956D-03
0.414583D-03	0.331467D-03	0.266279D-03	0.217169D-03	0.178457D-03
0.148401D-03	0.124322D-03	0.105327D-03	0.896285D-04	
0.401822D-03	0.672972D-03	0.703581D-03	0.617609D-03	0.502242D-03
0.402169D-03	0.324398D-03	0.266503D-03	0.222057D-03	0.187842D-03
0.160098D-03	0.137203D-03	0.118063D-03	0.102554D-03	
0.212776D-02	0.163693D-02	0.116079D-02	0.800025D-03	0.577646D-03
0.441628D-03	0.355185D-03	0.295048D-03	0.248867D-03	0.212476D-03
0.181961D-03	0.156215D-03	0.134316D-03	0.115610D-03	
0.278464D-02	0.100600D-02	0.597439D-03	0.479699D-03	0.441844D-03
0.413773D-03	0.378655D-03	0.339337D-03	0.297819D-03	0.257841D-03
0.222037D-03	0.190278D-03	0.162320D-03	0.138440D-03	
0.335173D-02	0.170013D-02	0.110465D-02	0.930404D-03	0.841806D-03
0.746246D-03	0.639558D-03	0.535980D-03	0.443739D-03	0.364879D-03
0.299032D-03	0.245709D-03	0.202218D-03	0.166830D-03	
0.256430D-03	0.591572D-03	0.113324D-02	0.136310D-02	0.129666D-02
0.109976D-02	0.885885D-03	0.698792D-03	0.547889D-03	0.429129D-03
0.337743D-03	0.268307D-03	0.214305D-03	0.172127D-03	
0.796100D-03	0.209906D-02	0.257998D-02	0.230620D-02	0.181047D-02
0.135024D-02	0.990536D-03	0.728425D-03	0.539431D-03	0.405782D-03
0.308358D-03	0.237855D-03	0.185329D-03	0.146044D-03	
0.880717D-02	0.607180D-02	0.422533D-02	0.298777D-02	0.216726D-02
0.160789D-02	0.121901D-02	0.939544D-03	0.737504D-03	0.588035D-03
0.472844D-03	0.384939D-03	0.316335D-03	0.261489D-03	
0.143212D-01	0.618665D-02	0.391110D-02	0.282825D-02	0.209876D-02
0.159217D-02	0.122350D-02	0.954513D-03	0.755966D-03	0.604645D-03
0.489146D-03	0.400045D-03	0.329360D-03	0.273531D-03	
0.125156D-01	0.700909D-02	0.435787D-02	0.280742D-02	0.188312D-02
0.130856D-02	0.942942D-03	0.700201D-03	0.534312D-03	0.415650D-03
0.329138D-03	0.265053D-03	0.215880D-03	0.177285D-03	
0.477753D-04	0.156465D-03	0.264446D-03	0.297741D-03	0.274036D-03
0.232970D-03	0.193588D-03	0.157211D-03	0.128381D-03	0.104615D-03
0.857677D-04	0.708590D-04	0.586163D-04	0.486121D-04	
0.220341D-03	0.394939D-03	0.401830D-03	0.349866D-03	0.282632D-03
0.222923D-03	0.174341D-03	0.137132D-03	0.108341D-03	0.858941D-04
0.686080D-04	0.553263D-04	0.449593D-04	0.367973D-04	
0.311086D-02	0.169530D-02	0.107909D-02	0.738449D-03	0.522987D-03
0.375206D-03	0.274728D-03	0.204482D-03	0.154371D-03	0.118462D-03
0.914790D-04	0.719473D-04	0.571652D-04	0.458891D-04	
0.454022D-02	0.198430D-02	0.124774D-02	0.860131D-03	0.599063D-03
0.421762D-03	0.300600D-03	0.217737D-03	0.160645D-03	0.120037D-03
0.912389D-04	0.703008D-04	0.546527D-04	0.431630D-04	
0.351756D-02	0.238433D-02	0.157339D-02	0.102507D-02	0.663351D-03
0.442815D-03	0.301379D-03	0.212071D-03	0.152253D-03	0.112378D-03
0.845159D-04	0.643783D-04	0.497886D-04	0.391075D-04	
0.273924D-03	0.726886D-03	0.883410D-03	0.791588D-03	0.627968D-03
0.471354D-03	0.348141D-03	0.258512D-03	0.193737D-03	0.146908D-03
0.112163D-03	0.866823D-04	0.678961D-04	0.539436D-04	
0.340347D-05	0.572193D-04	0.149627D-03	0.206773D-03	0.216871D-03
0.201362D-03	0.174745D-03	0.147574D-03	0.122565D-03	0.101473D-03
0.836735D-04	0.694065D-04	0.575284D-04	0.478873D-04	
0.832591D-06	0.439219D-05	0.883172D-05	0.141202D-04	0.181428D-04
0.202411D-04	0.204769D-04	0.194877D-04	0.178957D-04	0.160143D-04
0.141484D-04	0.124530D-04	0.108138D-04	0.935041D-05	
0.923619D-06	0.369917D-05	0.440483D-05	0.364575D-05	0.260195D-05
0.179785D-05	0.123075D-05	0.853793D-06	0.607252D-06	0.438274D-06
0.322144D-06	0.238968D-06	0.181897D-06	0.140123D-06	
0.607879D-06	0.257015D-05	0.407824D-05	0.407018D-05	0.343815D-05
0.261617D-05	0.196823D-05	0.147305D-05	0.110457D-05	0.832614D-06
0.635280D-06	0.489590D-06	0.381518D-06	0.301775D-06	
0.107442D+01	0.483559D+01	0.760524D+01	0.101155D+02	0.120713D+02
0.143435D+02	0.163819D+02	0.186422D+02	0.204979D+02	0.220171D+02
0.231414D+02	0.240074D+02	0.245126D+02	0.247236D+02	
0.233708D+01	0.380419D+01	0.565990D+01	0.792116D+01	0.110896D+02
0.151890D+02	0.199740D+02	0.247617D+02	0.289386D+02	0.322084D+02
0.345987D+02	0.364860D+02	0.375565D+02	0.383158D+02	
0.207589D+01	0.343913D+01	0.525590D+01	0.805470D+01	0.114017D+02
0.150920D+02	0.186349D+02	0.219398D+02	0.246135D+02	0.270282D+02
0.289035D+02	0.304310D+02	0.316216D+02	0.327207D+02	
0.325580D+01	0.824262D+01	0.185570D+02	0.259449D+02	0.292621D+02
0.311686D+02	0.323285D+02	0.333485D+02	0.340957D+02	0.348672D+02
0.356510D+02	0.365259D+02	0.374446D+02	0.385617D+02	
0.278850D+01	0.989611D+01	0.216953D+02	0.323139D+02	0.394702D+02
0.446658D+02	0.488829D+02	0.517912D+02	0.542986D+02	0.580053D+02
0.615294D+02	0.653221D+02	0.695366D+02	0.741859D+02	
0.244303D+01	0.646646D+01	0.114483D+02	0.172126D+02	0.222614D+02
0.271831D+02	0.324796D+02	0.389291D+02	0.462182D+02	0.541105D+02
0.622741D+02	0.708789D+02	0.802156D+02	0.905857D+02	
0.373741D+01	0.651761D+01	0.121566D+02	0.211182D+02	0.320347D+02
0.436652D+02	0.562099D+02	0.691056D+02	0.817365D+02	0.963275D+02
0.109442D+03	0.120681D+03	0.132186D+03	0.143262D+03	
0.313468D+01	0.687165D+01	0.143260D+02	0.268423D+02	0.429519D+02
0.606180D+02	0.788875D+02	0.957209D+02	0.110289D+03	0.121779D+03
0.130093D+03	0.137136D+03	0.143010D+03	0.147430D+03	
0.381345D+01	0.784555D+01	0.167565D+02	0.322516D+02	0.527660D+02
0.718240D+02	0.852263D+02	0.951756D+02	0.101983D+03	0.108105D+03
0.111880D+03	0.115603D+03	0.118376D+03	0.120669D+03	
0.142415D+01	0.211038D+01	0.359896D+01	0.589842D+01	0.912143D+01
0.131150D+02	0.178472D+02	0.235021D+02	0.295093D+02	0.365684D+02
0.443451D+02	0.529590D+02	0.620349D+02	0.717518D+02	
0.248292D+01	0.747239D+01	0.156678D+02	0.283532D+02	0.467699D+02
0.699314D+02	0.943871D+02	0.120150D+03	0.144469D+03	0.165779D+03
0.187010D+03	0.204180D+03	0.220396D+03	0.233304D+03	
0.164523D+01	0.354468D+01	0.861888D+01	0.173074D+02	0.299605D+02
0.450999D+02	0.614112D+02	0.778129D+02	0.937112D+02	0.107073D+03
0.119654D+03	0.129341D+03	0.139250D+03	0.146766D+03	
0.202684D+01	0.452355D+01	0.838243D+01	0.144431D+02	0.238354D+02
0.360334D+02	0.509855D+02	0.672865D+02	0.853291D+02	0.102810D+03
0.119622D+03	0.135118D+03	0.149017D+03	0.161067D+03	
0.427319D+01	0.851774D+01	0.154945D+02	0.235650D+02	0.324967D+02
0.430737D+02	0.559957D+02	0.692127D+02	0.830576D+02	0.968454D+02
0.110235D+03	0.122707D+03	0.133304D+03	0.142967D+03	
0.133185D+01	0.319128D+01	0.870370D+01	0.178243D+02	0.283228D+02
0.406586D+02	0.547941D+02	0.700463D+02	0.879085D+02	0.107356D+03
0.128434D+03	0.149522D+03	0.168048D+03	0.185159D+03	
0.205368D+01	0.425243D+01	0.101155D+02	0.248826D+02	0.475204D+02
0.738734D+02	0.984918D+02	0.122493D+03	0.147615D+03	0.172628D+03
0.197185D+03	0.224128D+03	0.248609D+03	0.272414D+03	
0.105619D+02	0.207884D+02	0.336113D+02	0.502693D+02	0.746888D+02
0.109705D+03	0.155472D+03	0.210122D+03	0.268582D+03	0.333924D+03
0.400921D+03	0.458919D+03	0.514121D+03	0.561837D+03	
0.550802D+01	0.174764D+02	0.300151D+02	0.444766D+02	0.644636D+02
0.894368D+02	0.122622D+03	0.164495D+03	0.215781D+03	0.275075D+03
0.341359D+03	0.409413D+03	0.478507D+03	0.551315D+03	
0.725460D+01	0.109692D+02	0.174219D+02	0.274144D+02	0.416785D+02
0.615292D+02	0.881266D+02	0.121096D+03	0.159363D+03	0.204327D+03
0.254101D+03	0.306862D+03	0.360792D+03	0.413224D+03	
0.332358D+01	0.631373D+01	0.112167D+02	0.182671D+02	0.282562D+02
0.417082D+02	0.604195D+02	0.839960D+02	0.111907D+03	0.145235D+03
0.180539D+03	0.216136D+03	0.253412D+03	0.290050D+03	
0.275637D+01	0.487116D+01	0.856005D+01	0.139650D+02	0.217983D+02
0.322564D+02	0.452646D+02	0.601764D+02	0.766969D+02	0.927724D+02
0.109801D+03	0.128373D+03	0.148024D+03	0.166939D+03	
0.344610D+01	0.375093D+01	0.550119D+01	0.901381D+01	0.137532D+02
0.190192D+02	0.238761D+02	0.283247D+02	0.321110D+02	0.358393D+02
0.396280D+02	0.436400D+02	0.473306D+02	0.509671D+02	
0.186386D+01	0.340457D+01	0.585871D+01	0.851636D+01	0.110850D+02
0.131025D+02	0.146095D+02	0.158969D+02	0.170229D+02	0.179360D+02
0.190195D+02	0.200915D+02	0.213602D+02	0.225846D+02	
0.136288D+01	0.342293D+01	0.606619D+01	0.836512D+01	0.966904D+01
0.104463D+02	0.107417D+02	0.108209D+02	0.108290D+02	0.108286D+02
0.107884D+02	0.107694D+02	0.107767D+02	0.108819D+02	
0.332755D+01	0.625211D+01	0.978201D+01	0.123301D+02	0.136320D+02
0.142915D+02	0.144914D+02	0.145874D+02	0.146341D+02	0.145169D+02
0.144630D+02	0.143047D+02	0.143027D+02	0.143545D+02	
0.393330D+01	0.595857D+01	0.929237D+01	0.122511D+02	0.140180D+02
0.149876D+02	0.153121D+02	0.153419D+02	0.152127D+02	0.150713D+02
0.149393D+02	0.148815D+02	0.148371D+02	0.148223D+02	
0.660152D+00	0.317821D+01	0.805696D+01	0.140667D+02	0.205315D+02
0.262286D+02	0.310233D+02	0.344733D+02	0.364444D+02	0.381092D+02
0.392101D+02	0.398340D+02	0.397775D+02	0.396976D+02	
0.262833D+01	0.230253D+00	0.268033D+00	0.351659D+00	0.441205D+00
0.524685D+00	0.613312D+00	0.690503D+00	0.766704D+00	0.842147D+00
