28
-0.841  18.247  187.3
 SCAN  % CHORD      AP      RP  % SPD     T01  WNBEG
  150  -100.00  -7.341  17.997  100.3  480.7   91.5
  151   -80.00  -6.041  18.029  100.4  480.7  113.2
  152   -60.00  -4.741  18.062  100.5  480.7  133.1
  153   -58.34  -4.633  18.064  100.5  480.7  134.6
  154   -40.00  -3.441  18.089  100.4  480.7  151.8
  155   -20.00  -2.141  18.132  100.6  480.7  169.7
  156   -10.00  -1.491  18.190  100.3  480.7  178.3
  157    -5.00  -1.166  18.219  100.2  483.6  182.6
  158    -2.50  -1.003  18.233  100.2  483.6  184.8
  159     0.00  -0.841  18.247  100.4  483.6  187.3
  160     2.50  -0.678  18.249  100.2  483.6  189.8
  161     5.00  -0.516  18.250  100.2  483.6  192.2
  162     7.50  -0.353  18.251  100.3  483.6  194.5
  163    10.00  -0.191  18.252  100.3  483.6  196.8
  164    20.00   0.459  18.257  100.2  483.6  205.5
  165    50.00   2.409  18.271  100.2  482.5  227.3
  166    60.00   3.059  18.276  100.3  482.5  233.1
  167    70.00   3.709  18.281  100.4  482.5  238.4
  168    80.00   4.359  18.286  100.2  482.2  243.1
  169    90.00   5.009  18.291  100.4  481.9  247.3
  170   100.00   5.659  18.296  100.4  481.9  250.8
  171   115.14   6.643  18.326  100.3  481.9  257.6
  172   130.04   7.612  18.356  100.4  481.9  264.5
  173   144.95   8.581  18.386  100.2  481.9  271.4
  174   149.12   8.852  18.395  100.2  481.9  273.4
  175   159.85   9.549  18.420  100.4  481.9  278.5
  176   174.76  10.518  18.456  100.3  481.9  285.8
  177   183.35  11.077  18.478  100.3  481.9  290.1
