228 5 0 0 0
 -1.485915e+00 -1.429070e+00 1 7001
 -1.352806e+00 -1.380947e+00 0 7001
 -1.236018e+00 -1.336798e+00 0 7001
 -1.133164e+00 -1.296191e+00 0 7001
 -1.042276e+00 -1.258758e+00 0 7001
 -9.617138e-01 -1.224178e+00 0 7001
 -8.901036e-01 -1.192173e+00 0 7001
 -8.262885e-01 -1.162498e+00 0 7001
 -7.692877e-01 -1.134940e+00 0 7001
 -7.182653e-01 -1.109311e+00 0 7001
 -6.725057e-01 -1.085442e+00 0 7001
 -6.313928e-01 -1.063185e+00 0 7001
 -5.943939e-01 -1.042405e+00 0 7001
 -5.610460e-01 -1.022981e+00 0 7001
 -5.309455e-01 -1.004806e+00 0 7001
 -5.037382e-01 -9.877780e-01 0 7001
 -4.791124e-01 -9.718074e-01 0 7001
 -4.567925e-01 -9.568096e-01 0 7001
 -4.365336e-01 -9.427064e-01 0 7001
 -4.181171e-01 -9.294243e-01 0 7001
 -4.013468e-01 -9.168937e-01 0 7001
 -3.860457e-01 -9.050480e-01 0 7001
 -3.720536e-01 -8.938226e-01 0 7001
 -3.592239e-01 -8.831537e-01 0 7001
 -3.474221e-01 -8.729783e-01 0 7001
 -3.365237e-01 -8.632320e-01 0 7001
 -3.264126e-01 -8.538492e-01 0 7001
 -3.169796e-01 -8.447607e-01 0 7001
 -3.081209e-01 -8.358934e-01 0 7001
 -2.997370e-01 -8.271683e-01 0 7001
 -2.917312e-01 -8.184984e-01 0 7001
 -2.840089e-01 -8.097871e-01 0 7001
 -2.764759e-01 -8.009252e-01 0 7001
 -2.690378e-01 -7.917874e-01 0 7001
 -2.615984e-01 -7.822282e-01 0 7001
 -2.540586e-01 -7.720767e-01 0 7001
 -2.463153e-01 -7.611290e-01 0 7001
 -2.382596e-01 -7.491393e-01 0 7001
 -2.297755e-01 -7.358066e-01 0 7001
 -2.207380e-01 -7.207574e-01 0 7001
 -2.110115e-01 -7.035196e-01 0 7001
 -2.004468e-01 -6.834856e-01 0 7001
 -1.888793e-01 -6.598534e-01 0 7001
 -1.761252e-01 -6.315326e-01 0 7001
 -1.619785e-01 -5.969799e-01 0 7001
 -1.462065e-01 -5.538844e-01 0 7001
 -1.285447e-01 -4.984872e-01 0 7001
 -1.086908e-01 -4.237742e-01 0 7001
 -8.629736e-02 -3.126101e-01 0 7001
 -6.096313e-02 -0.000000e+00 1 7001
 -8.629736e-02 3.126101e-01 0 7001
 -1.086908e-01 4.237742e-01 0 7001
 -1.285447e-01 4.984872e-01 0 7001
 -1.462065e-01 5.538844e-01 0 7001
 -1.619785e-01 5.969799e-01 0 7001
 -1.761252e-01 6.315326e-01 0 7001
 -1.888793e-01 6.598534e-01 0 7001
 -2.004468e-01 6.834856e-01 0 7001
 -2.110115e-01 7.035196e-01 0 7001
 -2.207380e-01 7.207574e-01 0 7001
 -2.297755e-01 7.358066e-01 0 7001
 -2.382596e-01 7.491393e-01 0 7001
 -2.463153e-01 7.611290e-01 0 7001
 -2.540586e-01 7.720767e-01 0 7001
 -2.615984e-01 7.822282e-01 0 7001
 -2.690378e-01 7.917874e-01 0 7001
 -2.764759e-01 8.009252e-01 0 7001
 -2.840089e-01 8.097871e-01 0 7001
 -2.917312e-01 8.184984e-01 0 7001
 -2.997370e-01 8.271683e-01 0 7001
 -3.081209e-01 8.358934e-01 0 7001
 -3.169796e-01 8.447607e-01 0 7001
 -3.264126e-01 8.538492e-01 0 7001
 -3.365237e-01 8.632320e-01 0 7001
 -3.474221e-01 8.729783e-01 0 7001
 -3.592239e-01 8.831537e-01 0 7001
 -3.720536e-01 8.938226e-01 0 7001
 -3.860457e-01 9.050480e-01 0 7001
 -4.013468e-01 9.168937e-01 0 7001
 -4.181171e-01 9.294243e-01 0 7001
 -4.365336e-01 9.427064e-01 0 7001
 -4.567925e-01 9.568096e-01 0 7001
 -4.791124e-01 9.718074e-01 0 7001
 -5.037382e-01 9.877780e-01 0 7001
 -5.309455e-01 1.004806e+00 0 7001
 -5.610460e-01 1.022981e+00 0 7001
 -5.943939e-01 1.042405e+00 0 7001
 -6.313928e-01 1.063185e+00 0 7001
 -6.725057e-01 1.085442e+00 0 7001
 -7.182653e-01 1.109311e+00 0 7001
 -7.692877e-01 1.134940e+00 0 7001
 -8.262885e-01 1.162498e+00 0 7001
 -8.901036e-01 1.192173e+00 0 7001
 -9.617138e-01 1.224178e+00 0 7001
 -1.042276e+00 1.258758e+00 0 7001
 -1.133164e+00 1.296191e+00 0 7001
 -1.236018e+00 1.336798e+00 0 7001
 -1.352806e+00 1.380947e+00 0 7001
 -1.485915e+00 1.429070e+00 1 7001
 -1.469213e+00 1.449493e+00 0 99905
 -1.451670e+00 1.470437e+00 0 99905
 -1.433227e+00 1.491915e+00 0 99905
 -1.413822e+00 1.513942e+00 0 99905
 -1.393386e+00 1.536532e+00 0 99905
 -1.371846e+00 1.559700e+00 0 99905
 -1.349121e+00 1.583457e+00 0 99905
 -1.325121e+00 1.607817e+00 0 99905
 -1.299750e+00 1.632790e+00 0 99905
 -1.272902e+00 1.658386e+00 0 99905
 -1.244458e+00 1.684611e+00 0 99905
 -1.214291e+00 1.711470e+00 0 99905
 -1.182258e+00 1.738964e+00 0 99905
 -1.148203e+00 1.767088e+00 0 99905
 -1.111950e+00 1.795833e+00 0 99905
 -1.073308e+00 1.825182e+00 0 99905
 -1.032061e+00 1.855110e+00 0 99905
 -9.879697e-01 1.885579e+00 0 99905
 -9.407668e-01 1.916538e+00 0 99905
 -8.901522e-01 1.947917e+00 0 99905
 -8.357892e-01 1.979626e+00 0 99905
 -7.772982e-01 2.011546e+00 0 99905
 -7.142504e-01 2.043520e+00 0 99905
 -6.461600e-01 2.075348e+00 0 99905
 -5.724744e-01 2.106773e+00 0 99905
 -4.925635e-01 2.137463e+00 0 99905
 -4.057056e-01 2.166988e+00 0 99905
 -3.110716e-01 2.194796e+00 0 99905
 -2.077049e-01 2.220169e+00 0 99905
 -9.449682e-02 2.242168e+00 0 99905
 2.984267e-02 2.259558e+00 1 99905
 6.889731e-02 2.224304e+00 0 11000
 1.068597e-01 2.189398e+00 0 11000
 1.437766e-01 2.154814e+00 0 11000
