TITLE = "CFFC: 2D Structured Curvilinear Grid Block (Cell Locations)"
VARIABLES = "x" \ 
"y" 
ZONE T =  "Block Number = 0" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  4.95944215891958e+00 -2.12320862600227e+00
  4.95908390744303e+00 -2.12356687747853e+00
  5.04725108058780e+00 -2.21030104478720e+00
  5.04689282911125e+00 -2.21065929626346e+00
  5.04653457763473e+00 -2.21101754773974e+00
  5.13470175077948e+00 -2.29775171504838e+00
  5.13434349930295e+00 -2.29810996652466e+00
  5.13398524782639e+00 -2.29846821800092e+00
  5.22215242097116e+00 -2.38520238530958e+00
  5.22179416949461e+00 -2.38556063678585e+00
  5.22143591801807e+00 -2.38591888826211e+00
  5.30960309116284e+00 -2.47265305557078e+00
  5.30924483968629e+00 -2.47301130704704e+00
  5.30888658820973e+00 -2.47336955852328e+00
  5.39705376135451e+00 -2.56010372583196e+00
  5.39669550987796e+00 -2.56046197730822e+00
  5.39633725840143e+00 -2.56082022878450e+00
ZONE T =  "Block Number = 18" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  4.61163370975655e+00 -1.77141171335543e+00
  4.61105096800101e+00 -1.77199445511051e+00
  4.61046822624547e+00 -1.77257719686558e+00
  4.69908437994823e+00 -1.85886238361662e+00
  4.69850163819269e+00 -1.85944512537170e+00
  4.69791889643715e+00 -1.86002786712677e+00
  4.78653505013991e+00 -1.94631305387781e+00
  4.78595230838437e+00 -1.94689579563289e+00
  4.78536956662883e+00 -1.94747853738797e+00
  4.87398572033158e+00 -2.03376372413900e+00
  4.87340297857604e+00 -2.03434646589407e+00
  4.87282023682050e+00 -2.03492920764916e+00
  4.96143639052326e+00 -2.12121439440019e+00
  4.96085364876772e+00 -2.12179713615527e+00
  4.96027090701217e+00 -2.12237987791034e+00
  5.04888706071493e+00 -2.20866506466138e+00
  5.04830431895939e+00 -2.20924780641646e+00
  5.04772157720385e+00 -2.20983054817154e+00
  5.13633773090661e+00 -2.29611573492257e+00
  5.13575498915107e+00 -2.29669847667765e+00
  5.13517224739553e+00 -2.29728121843273e+00
  5.22378840109828e+00 -2.38356640518376e+00
  5.22320565934274e+00 -2.38414914693884e+00
  5.22262291758720e+00 -2.38473188869391e+00
  5.31123907128996e+00 -2.47101707544495e+00
  5.31065632953442e+00 -2.47159981720002e+00
  5.31007358777887e+00 -2.47218255895510e+00
  5.39868974148164e+00 -2.55846774570614e+00
  5.39810699972610e+00 -2.55905048746122e+00
  5.39752425797055e+00 -2.55963322921629e+00
ZONE T =  "Block Number = 19" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  4.61422822121563e+00 -1.76881720189842e+00
  4.61330696498311e+00 -1.76973845813021e+00
  4.61238570875058e+00 -1.77065971436200e+00
  4.70167889140730e+00 -1.85626787215961e+00
  4.70075763517478e+00 -1.85718912839140e+00
  4.69983637894226e+00 -1.85811038462319e+00
  4.78912956159898e+00 -1.94371854242080e+00
  4.78820830536645e+00 -1.94463979865258e+00
  4.78728704913394e+00 -1.94556105488438e+00
  4.87658023179065e+00 -2.03116921268199e+00
  4.87565897555814e+00 -2.03209046891378e+00
  4.87473771932561e+00 -2.03301172514557e+00
  4.96403090198233e+00 -2.11861988294318e+00
  4.96310964574981e+00 -2.11954113917497e+00
  4.96218838951729e+00 -2.12046239540676e+00
  5.05148157217401e+00 -2.20607055320437e+00
  5.05056031594149e+00 -2.20699180943616e+00
  5.04963905970896e+00 -2.20791306566795e+00
  5.13893224236568e+00 -2.29352122346556e+00
  5.13801098613316e+00 -2.29444247969734e+00
  5.13708972990064e+00 -2.29536373592914e+00
  5.22638291255736e+00 -2.38097189372675e+00
  5.22546165632484e+00 -2.38189314995854e+00
  5.22454040009231e+00 -2.38281440619033e+00
  5.31383358274903e+00 -2.46842256398794e+00
  5.31291232651651e+00 -2.46934382021973e+00
  5.31199107028399e+00 -2.47026507645152e+00
  5.40128425294071e+00 -2.55587323424913e+00
  5.40036299670819e+00 -2.55679449048092e+00
  5.39944174047567e+00 -2.55771574671271e+00
ZONE T =  "Block Number = 20" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  4.61817066688754e+00 -1.76487475622964e+00
  4.61677793986528e+00 -1.76626748325079e+00
  4.61538521284302e+00 -1.76766021027195e+00
  4.70562133707922e+00 -1.85232542649083e+00
  4.70422861005696e+00 -1.85371815351198e+00
  4.70283588303470e+00 -1.85511088053314e+00
  4.79307200727089e+00 -1.93977609675202e+00
  4.79167928024863e+00 -1.94116882377317e+00
  4.79028655322637e+00 -1.94256155079433e+00
  4.88052267746257e+00 -2.02722676701321e+00
  4.87912995044031e+00 -2.02861949403436e+00
  4.87773722341805e+00 -2.03001222105551e+00
  4.96797334765424e+00 -2.11467743727440e+00
  4.96658062063198e+00 -2.11607016429555e+00
  4.96518789360972e+00 -2.11746289131671e+00
  5.05542401784592e+00 -2.20212810753559e+00
  5.05403129082366e+00 -2.20352083455674e+00
  5.05263856380140e+00 -2.20491356157789e+00
  5.14287468803760e+00 -2.28957877779678e+00
  5.14148196101533e+00 -2.29097150481793e+00
  5.14008923399308e+00 -2.29236423183909e+00
  5.23032535822927e+00 -2.37702944805797e+00
  5.22893263120701e+00 -2.37842217507912e+00
  5.22753990418475e+00 -2.37981490210027e+00
  5.31777602842095e+00 -2.46448011831916e+00
  5.31638330139869e+00 -2.46587284534031e+00
  5.31499057437643e+00 -2.46726557236147e+00
  5.40522669861262e+00 -2.55193078858035e+00
  5.40383397159036e+00 -2.55332351560150e+00
  5.40244124456810e+00 -2.55471624262266e+00
ZONE T =  "Block Number = 21" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  4.62379038341985e+00 -1.75925503970179e+00
  4.62182104221138e+00 -1.76122438090870e+00
  4.61985170100291e+00 -1.76319372211561e+00
  4.71124105361153e+00 -1.84670570996298e+00
  4.70927171240306e+00 -1.84867505116989e+00
  4.70730237119459e+00 -1.85064439237680e+00
  4.79869172380320e+00 -1.93415638022417e+00
  4.79672238259473e+00 -1.93612572143108e+00
  4.79475304138626e+00 -1.93809506263799e+00
  4.88614239399488e+00 -2.02160705048536e+00
  4.88417305278641e+00 -2.02357639169227e+00
  4.88220371157794e+00 -2.02554573289918e+00
  4.97359306418656e+00 -2.10905772074655e+00
  4.97162372297808e+00 -2.11102706195346e+00
  4.96965438176961e+00 -2.11299640316037e+00
  5.06104373437823e+00 -2.19650839100774e+00
  5.05907439316976e+00 -2.19847773221465e+00
  5.05710505196129e+00 -2.20044707342156e+00
  5.14849440456991e+00 -2.28395906126893e+00
  5.14652506336144e+00 -2.28592840247584e+00
  5.14455572215296e+00 -2.28789774368275e+00
  5.23594507476159e+00 -2.37140973153013e+00
  5.23397573355311e+00 -2.37337907273703e+00
  5.23200639234464e+00 -2.37534841394394e+00
  5.32339574495326e+00 -2.45886040179131e+00
  5.32142640374479e+00 -2.46082974299822e+00
  5.31945706253632e+00 -2.46279908420513e+00
  5.41084641514493e+00 -2.54631107205250e+00
  5.40887707393646e+00 -2.54828041325941e+00
  5.40690773272799e+00 -2.55024975446632e+00
ZONE T =  "Block Number = 22" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  4.63111684558558e+00 -1.75192857754189e+00
  4.62858012896099e+00 -1.75446529416447e+00
  4.62604341233639e+00 -1.75700201078705e+00
  4.71856751577726e+00 -1.83937924780308e+00
  4.71603079915266e+00 -1.84191596442566e+00
  4.71349408252806e+00 -1.84445268104824e+00
  4.80601818596894e+00 -1.92682991806427e+00
  4.80348146934434e+00 -1.92936663468685e+00
  4.80094475271974e+00 -1.93190335130943e+00
  4.89346885616061e+00 -2.01428058832546e+00
  4.89093213953601e+00 -2.01681730494804e+00
  4.88839542291141e+00 -2.01935402157062e+00
  4.98091952635228e+00 -2.10173125858665e+00
  4.97838280972769e+00 -2.10426797520923e+00
  4.97584609310309e+00 -2.10680469183181e+00
  5.06837019654396e+00 -2.18918192884784e+00
  5.06583347991936e+00 -2.19171864547042e+00
  5.06329676329477e+00 -2.19425536209300e+00
  5.15582086673564e+00 -2.27663259910903e+00
  5.15328415011104e+00 -2.27916931573161e+00
  5.15074743348644e+00 -2.28170603235419e+00
  5.24327153692731e+00 -2.36408326937022e+00
  5.24073482030272e+00 -2.36661998599280e+00
  5.23819810367812e+00 -2.36915670261538e+00
  5.33072220711899e+00 -2.45153393963141e+00
  5.32818549049439e+00 -2.45407065625399e+00
  5.32564877386979e+00 -2.45660737287657e+00
  5.41817287731066e+00 -2.53898460989260e+00
  5.41563616068607e+00 -2.54152132651518e+00
  5.41309944406147e+00 -2.54405804313776e+00
ZONE T =  "Block Number = 23" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  4.63964054375936e+00 -1.74340487937488e+00
  4.63673840781477e+00 -1.74630701531717e+00
  4.63383627187018e+00 -1.74920915125945e+00
  4.72709121395104e+00 -1.83085554963608e+00
  4.72418907800644e+00 -1.83375768557836e+00
  4.72128694206185e+00 -1.83665982152065e+00
  4.81454188414271e+00 -1.91830621989726e+00
  4.81163974819812e+00 -1.92120835583955e+00
  4.80873761225353e+00 -1.92411049178183e+00
  4.90199255433439e+00 -2.00575689015846e+00
  4.89909041838980e+00 -2.00865902610074e+00
  4.89618828244520e+00 -2.01156116204302e+00
  4.98944322452606e+00 -2.09320756041965e+00
  4.98654108858147e+00 -2.09610969636193e+00
  4.98363895263688e+00 -2.09901183230422e+00
  5.07689389471774e+00 -2.18065823068084e+00
  5.07399175877315e+00 -2.18356036662312e+00
  5.07108962282856e+00 -2.18646250256541e+00
  5.16434456490942e+00 -2.26810890094202e+00
  5.16144242896483e+00 -2.27101103688431e+00
  5.15854029302023e+00 -2.27391317282659e+00
  5.25179523510109e+00 -2.35555957120321e+00
  5.24889309915650e+00 -2.35846170714550e+00
  5.24599096321191e+00 -2.36136384308778e+00
  5.33924590529277e+00 -2.44301024146441e+00
  5.33634376934817e+00 -2.44591237740669e+00
  5.33344163340358e+00 -2.44881451334897e+00
  5.42669657548444e+00 -2.53046091172560e+00
  5.42379443953985e+00 -2.53336304766788e+00
  5.42089230359526e+00 -2.53626518361017e+00
ZONE T =  "Block Number = 24" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.51883440366542e+00 -2.68922877087954e+00
  5.51859870140493e+00 -2.68946447313984e+00
  5.51836299914444e+00 -2.68970017540014e+00
  5.68228942073540e+00 -2.85268378807944e+00
  5.68205371847496e+00 -2.85291949033980e+00
  5.68181801621444e+00 -2.85315519260006e+00
  5.84574443780543e+00 -3.01613880527940e+00
  5.84550873554493e+00 -3.01637450753969e+00
  5.84527303328447e+00 -3.01661020980002e+00
  6.00919945487546e+00 -3.17959382247937e+00
  6.00896375261492e+00 -3.17982952473962e+00
  6.00872805035446e+00 -3.18006522699994e+00
  6.17265447194543e+00 -3.34304883967926e+00
  6.17241876968497e+00 -3.34328454193959e+00
  6.17218306742446e+00 -3.34352024419988e+00
  6.33610948901543e+00 -3.50650385687920e+00
  6.33587378675498e+00 -3.50673955913954e+00
  6.33563808449447e+00 -3.50697526139981e+00
  6.49956450608545e+00 -3.66995887407914e+00
  6.49932880382496e+00 -3.67019457633945e+00
  6.49909310156446e+00 -3.67043027859973e+00
  6.66301952315546e+00 -3.83341389127908e+00
  6.66278382089497e+00 -3.83364959353938e+00
  6.66254811863448e+00 -3.83388529579968e+00
  6.82647454022545e+00 -3.99686890847900e+00
  6.82623883796498e+00 -3.99710461073933e+00
  6.82600313570448e+00 -3.99734031299962e+00
  6.98992955729546e+00 -4.16032392567895e+00
  6.98969385503498e+00 -4.16055962793925e+00
  6.98945815277449e+00 -4.16079533019955e+00
ZONE T =  "Block Number = 25" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.51954151044689e+00 -2.68852166409863e+00
  5.51930580818640e+00 -2.68875736635893e+00
  5.51907010592591e+00 -2.68899306861923e+00
  5.68299652751687e+00 -2.85197668129854e+00
  5.68276082525643e+00 -2.85221238355889e+00
  5.68252512299593e+00 -2.85244808581918e+00
  5.84645154458690e+00 -3.01543169849850e+00
  5.84621584232641e+00 -3.01566740075880e+00
  5.84598014006592e+00 -3.01590310301910e+00
  6.00990656165690e+00 -3.17888671569843e+00
  6.00967085939642e+00 -3.17912241795874e+00
  6.00943515713593e+00 -3.17935812021904e+00
  6.17336157872691e+00 -3.34234173289837e+00
  6.17312587646642e+00 -3.34257743515867e+00
  6.17289017420593e+00 -3.34281313741897e+00
  6.33681659579690e+00 -3.50579675009829e+00
  6.33658089353642e+00 -3.50603245235861e+00
  6.33634519127594e+00 -3.50626815461891e+00
  6.50027161286692e+00 -3.66925176729824e+00
  6.50003591060643e+00 -3.66948746955854e+00
  6.49980020834594e+00 -3.66972317181884e+00
  6.66372662993692e+00 -3.83270678449817e+00
  6.66349092767643e+00 -3.83294248675847e+00
  6.66325522541594e+00 -3.83317818901878e+00
  6.82718164700693e+00 -3.99616180169811e+00
  6.82694594474645e+00 -3.99639750395842e+00
  6.82671024248594e+00 -3.99663320621870e+00
  6.99063666407693e+00 -4.15961681889804e+00
  6.99040096181642e+00 -4.15985252115832e+00
  6.99016525955598e+00 -4.16008822341867e+00
ZONE T =  "Block Number = 26" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.52024861722836e+00 -2.68781455731772e+00
  5.52001291496786e+00 -2.68805025957801e+00
  5.51977721270739e+00 -2.68828596183834e+00
  5.68370363429836e+00 -2.85126957451766e+00
  5.68346793203786e+00 -2.85150527677795e+00
  5.68323222977740e+00 -2.85174097903828e+00
  5.84715865136837e+00 -3.01472459171759e+00
  5.84692294910788e+00 -3.01496029397790e+00
  5.84668724684739e+00 -3.01519599623820e+00
  6.01061366843837e+00 -3.17817960891753e+00
  6.01037796617788e+00 -3.17841531117783e+00
  6.01014226391739e+00 -3.17865101343813e+00
  6.17406868550838e+00 -3.34163462611746e+00
  6.17383298324789e+00 -3.34187032837776e+00
  6.17359728098740e+00 -3.34210603063807e+00
  6.33752370257839e+00 -3.50508964331741e+00
  6.33728800031789e+00 -3.50532534557770e+00
  6.33705229805742e+00 -3.50556104783801e+00
  6.50097871964837e+00 -3.66854466051732e+00
  6.50074301738790e+00 -3.66878036277763e+00
  6.50050731512741e+00 -3.66901606503794e+00
  6.66443373671839e+00 -3.83199967771727e+00
  6.66419803445790e+00 -3.83223537997757e+00
  6.66396233219741e+00 -3.83247108223787e+00
  6.82788875378841e+00 -3.99545469491721e+00
  6.82765305152789e+00 -3.99569039717749e+00
  6.82741734926742e+00 -3.99592609943780e+00
  6.99134377085840e+00 -4.15890971211714e+00
  6.99110806859791e+00 -4.15914541437744e+00
  6.99087236633742e+00 -4.15938111663774e+00
ZONE T =  "Block Number = 27" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.52095572400983e+00 -2.68710745053682e+00
  5.52072002174934e+00 -2.68734315279712e+00
  5.52048431948885e+00 -2.68757885505742e+00
  5.68441074107983e+00 -2.85056246773675e+00
  5.68417503881932e+00 -2.85079816999703e+00
  5.68393933655886e+00 -2.85103387225737e+00
  5.84786575814983e+00 -3.01401748493669e+00
  5.84763005588933e+00 -3.01425318719698e+00
  5.84739435362887e+00 -3.01448888945730e+00
  6.01132077521984e+00 -3.17747250213662e+00
  6.01108507295935e+00 -3.17770820439692e+00
  6.01084937069886e+00 -3.17794390665723e+00
  6.17477579228983e+00 -3.34092751933654e+00
  6.17454009002937e+00 -3.34116322159687e+00
  6.17430438776887e+00 -3.34139892385716e+00
  6.33823080935989e+00 -3.50438253653653e+00
  6.33799510709936e+00 -3.50461823879679e+00
  6.33775940483885e+00 -3.50485394105707e+00
  6.50168582642985e+00 -3.66783755373643e+00
  6.50145012416936e+00 -3.66807325599673e+00
  6.50121442190889e+00 -3.66830895825704e+00
  6.66514084349986e+00 -3.83129257093636e+00
  6.66490514123937e+00 -3.83152827319666e+00
  6.66466943897888e+00 -3.83176397545696e+00
  6.82859586056982e+00 -3.99474758813626e+00
  6.82836015830939e+00 -3.99498329039661e+00
  6.82812445604888e+00 -3.99521899265690e+00
  6.99205087763987e+00 -4.15820260533623e+00
  6.99181517537938e+00 -4.15843830759653e+00
  6.99157947311889e+00 -4.15867400985683e+00
ZONE T =  "Block Number = 28" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.52152140943500e+00 -2.68654176511209e+00
  5.52134227571703e+00 -2.68672089882992e+00
  5.52116314199906e+00 -2.68690003254775e+00
  5.68497642650500e+00 -2.84999678231203e+00
  5.68479729278702e+00 -2.85017591602984e+00
  5.68461815906908e+00 -2.85035504974771e+00
  5.84843144357501e+00 -3.01345179951196e+00
  5.84825230985704e+00 -3.01363093322979e+00
  5.84807317613907e+00 -3.01381006694762e+00
  6.01188646064500e+00 -3.17690681671188e+00
  6.01170732692706e+00 -3.17708595042974e+00
  6.01152819320907e+00 -3.17726508414756e+00
  6.17534147771502e+00 -3.34036183391183e+00
  6.17516234399705e+00 -3.34054096762966e+00
  6.17498321027908e+00 -3.34072010134749e+00
  6.33879649478504e+00 -3.50381685111178e+00
  6.33861736106703e+00 -3.50399598482958e+00
  6.33843822734905e+00 -3.50417511854739e+00
  6.50225151185503e+00 -3.66727186831170e+00
  6.50207237813706e+00 -3.66745100202953e+00
  6.50189324441908e+00 -3.66763013574736e+00
  6.66570652892503e+00 -3.83072688551164e+00
  6.66552739520706e+00 -3.83090601922947e+00
  6.66534826148909e+00 -3.83108515294730e+00
  6.82916154599505e+00 -3.99418190271159e+00
  6.82898241227708e+00 -3.99436103642942e+00
  6.82880327855911e+00 -3.99454017014725e+00
  6.99261656306504e+00 -4.15763691991151e+00
  6.99243742934704e+00 -4.15781605362930e+00
  6.99225829562913e+00 -4.15799518734720e+00
ZONE T =  "Block Number = 29" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.52250660498535e+00 -2.68555656956253e+00
  5.52214835350881e+00 -2.68591482103879e+00
  5.52179010203226e+00 -2.68627307251505e+00
  5.68596162205534e+00 -2.84901158676244e+00
  5.68560337057882e+00 -2.84936983823873e+00
  5.68524511910227e+00 -2.84972808971499e+00
  5.84941663912536e+00 -3.01246660396239e+00
  5.84905838764881e+00 -3.01282485543866e+00
  5.84870013617227e+00 -3.01318310691492e+00
  6.01287165619537e+00 -3.17592162116233e+00
  6.01251340471882e+00 -3.17627987263859e+00
  6.01215515324227e+00 -3.17663812411485e+00
  6.17632667326538e+00 -3.33937663836227e+00
  6.17596842178882e+00 -3.33973488983853e+00
  6.17561017031228e+00 -3.34009314131479e+00
  6.33978169033537e+00 -3.50283165556219e+00
  6.33942343885884e+00 -3.50318990703847e+00
  6.33906518738227e+00 -3.50354815851471e+00
  6.50323670740538e+00 -3.66628667276213e+00
  6.50287845592882e+00 -3.66664492423839e+00
  6.50252020445230e+00 -3.66700317571466e+00
  6.66669172447538e+00 -3.82974168996207e+00
  6.66633347299884e+00 -3.83009994143833e+00
  6.66597522152229e+00 -3.83045819291459e+00
  6.83014674154540e+00 -3.99319670716201e+00
  6.82978849006884e+00 -3.99355495863826e+00
  6.82943023859229e+00 -3.99391321011452e+00
  6.99360175861539e+00 -4.15665172436194e+00
  6.99324350713885e+00 -4.15700997583820e+00
  6.99288525566230e+00 -4.15736822731446e+00
ZONE T =  "Block Number = 30" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.52414258511248e+00 -2.68392058943670e+00
  5.52355984335694e+00 -2.68450333119178e+00
  5.52297710160139e+00 -2.68508607294686e+00
  5.68759760218246e+00 -2.84737560663662e+00
  5.68701486042694e+00 -2.84795834839171e+00
  5.68643211867142e+00 -2.84854109014681e+00
  5.85105261925248e+00 -3.01083062383657e+00
  5.85046987749694e+00 -3.01141336559165e+00
  5.84988713574140e+00 -3.01199610734673e+00
  6.01450763632249e+00 -3.17428564103651e+00
  6.01392489456695e+00 -3.17486838279158e+00
  6.01334215281141e+00 -3.17545112454666e+00
  6.17796265339249e+00 -3.33774065823644e+00
  6.17737991163695e+00 -3.33832339999152e+00
  6.17679716988141e+00 -3.33890614174659e+00
  6.34141767046251e+00 -3.50119567543639e+00
  6.34083492870695e+00 -3.50177841719145e+00
  6.34025218695142e+00 -3.50236115894653e+00
  6.50487268753250e+00 -3.66465069263630e+00
  6.50428994577697e+00 -3.66523343439139e+00
  6.50370720402142e+00 -3.66581617614646e+00
  6.66832770460251e+00 -3.82810570983624e+00
  6.66774496284697e+00 -3.82868845159132e+00
  6.66716222109143e+00 -3.82927119334640e+00
  6.83178272167252e+00 -3.99156072703619e+00
  6.83119997991697e+00 -3.99214346879125e+00
  6.83061723816143e+00 -3.99272621054633e+00
  6.99523773874252e+00 -4.15501574423611e+00
  6.99465499698698e+00 -4.15559848599119e+00
  6.99407225523144e+00 -4.15618122774627e+00
ZONE T =  "Block Number = 31" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.52673709657155e+00 -2.68132607797969e+00
  5.52581584033903e+00 -2.68224733421148e+00
  5.52489458410651e+00 -2.68316859044327e+00
  5.69019211364156e+00 -2.84478109517962e+00
  5.68927085740904e+00 -2.84570235141142e+00
  5.68834960117651e+00 -2.84662360764320e+00
  5.85364713071156e+00 -3.00823611237956e+00
  5.85272587447904e+00 -3.00915736861135e+00
  5.85180461824651e+00 -3.01007862484314e+00
  6.01710214778156e+00 -3.17169112957949e+00
  6.01618089154904e+00 -3.17261238581128e+00
  6.01525963531652e+00 -3.17353364204307e+00
  6.18055716485157e+00 -3.33514614677943e+00
  6.17963590861905e+00 -3.33606740301122e+00
  6.17871465238652e+00 -3.33698865924301e+00
  6.34401218192157e+00 -3.49860116397936e+00
  6.34309092568905e+00 -3.49952242021115e+00
  6.34216966945653e+00 -3.50044367644295e+00
  6.50746719899158e+00 -3.66205618117930e+00
  6.50654594275906e+00 -3.66297743741109e+00
  6.50562468652653e+00 -3.66389869364288e+00
  6.67092221606159e+00 -3.82551119837923e+00
  6.67000095982907e+00 -3.82643245461103e+00
  6.66907970359653e+00 -3.82735371084280e+00
  6.83437723313159e+00 -3.98896621557917e+00
  6.83345597689906e+00 -3.98988747181095e+00
  6.83253472066654e+00 -3.99080872804274e+00
  6.99783225020159e+00 -4.15242123277910e+00
  6.99691099396907e+00 -4.15334248901089e+00
  6.99598973773655e+00 -4.15426374524268e+00
ZONE T =  "Block Number = 32" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.53067954224347e+00 -2.67738363231091e+00
  5.52928681522120e+00 -2.67877635933206e+00
  5.52789408819894e+00 -2.68016908635322e+00
  5.69413455931347e+00 -2.84083864951084e+00
  5.69274183229121e+00 -2.84223137653200e+00
  5.69134910526895e+00 -2.84362410355315e+00
  5.85758957638347e+00 -3.00429366671078e+00
  5.85619684936121e+00 -3.00568639373193e+00
  5.85480412233895e+00 -3.00707912075309e+00
  6.02104459345348e+00 -3.16774868391071e+00
  6.01965186643122e+00 -3.16914141093187e+00
  6.01825913940896e+00 -3.17053413795302e+00
  6.18449961052348e+00 -3.33120370111065e+00
  6.18310688350122e+00 -3.33259642813180e+00
  6.18171415647896e+00 -3.33398915515296e+00
  6.34795462759349e+00 -3.49465871831058e+00
  6.34656190057123e+00 -3.49605144533173e+00
  6.34516917354897e+00 -3.49744417235289e+00
  6.51140964466349e+00 -3.65811373551052e+00
  6.51001691764123e+00 -3.65950646253167e+00
  6.50862419061897e+00 -3.66089918955282e+00
  6.67486466173350e+00 -3.82156875271045e+00
  6.67347193471124e+00 -3.82296147973160e+00
  6.67207920768897e+00 -3.82435420675276e+00
  6.83831967880350e+00 -3.98502376991039e+00
  6.83692695178124e+00 -3.98641649693154e+00
  6.83553422475898e+00 -3.98780922395269e+00
  7.00177469587351e+00 -4.14847878711032e+00
  7.00038196885125e+00 -4.14987151413147e+00
  6.99898924182899e+00 -4.15126424115263e+00
ZONE T =  "Block Number = 33" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.53629925877578e+00 -2.67176391578307e+00
  5.53432991756730e+00 -2.67373325698997e+00
  5.53236057635883e+00 -2.67570259819688e+00
  5.69975427584578e+00 -2.83521893298300e+00
  5.69778493463731e+00 -2.83718827418991e+00
  5.69581559342884e+00 -2.83915761539681e+00
  5.86320929291578e+00 -2.99867395018293e+00
  5.86123995170731e+00 -3.00064329138984e+00
  5.85927061049884e+00 -3.00261263259675e+00
  6.02666430998579e+00 -3.16212896738287e+00
  6.02469496877732e+00 -3.16409830858978e+00
  6.02272562756885e+00 -3.16606764979668e+00
  6.19011932705579e+00 -3.32558398458280e+00
  6.18814998584732e+00 -3.32755332578971e+00
  6.18618064463885e+00 -3.32952266699662e+00
  6.35357434412580e+00 -3.48903900178274e+00
  6.35160500291733e+00 -3.49100834298965e+00
  6.34963566170885e+00 -3.49297768419655e+00
  6.51702936119581e+00 -3.65249401898268e+00
  6.51506001998733e+00 -3.65446336018958e+00
  6.51309067877886e+00 -3.65643270139649e+00
  6.68048437826581e+00 -3.81594903618261e+00
  6.67851503705734e+00 -3.81791837738951e+00
  6.67654569584886e+00 -3.81988771859642e+00
  6.84393939533581e+00 -3.97940405338254e+00
  6.84197005412734e+00 -3.98137339458945e+00
  6.84000071291887e+00 -3.98334273579635e+00
  7.00739441240582e+00 -4.14285907058248e+00
  7.00542507119735e+00 -4.14482841178938e+00
  7.00345572998887e+00 -4.14679775299629e+00
ZONE T =  "Block Number = 34" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.54362572094151e+00 -2.66443745362316e+00
  5.54108900431691e+00 -2.66697417024574e+00
  5.53855228769231e+00 -2.66951088686832e+00
  5.70708073801151e+00 -2.82789247082310e+00
  5.70454402138691e+00 -2.83042918744567e+00
  5.70200730476232e+00 -2.83296590406826e+00
  5.87053575508151e+00 -2.99134748802303e+00
  5.86799903845692e+00 -2.99388420464561e+00
  5.86546232183232e+00 -2.99642092126819e+00
  6.03399077215152e+00 -3.15480250522296e+00
  6.03145405552692e+00 -3.15733922184554e+00
  6.02891733890233e+00 -3.15987593846813e+00
  6.19744578922152e+00 -3.31825752242290e+00
  6.19490907259693e+00 -3.32079423904548e+00
  6.19237235597233e+00 -3.32333095566806e+00
  6.36090080629153e+00 -3.48171253962284e+00
  6.35836408966693e+00 -3.48424925624541e+00
  6.35582737304233e+00 -3.48678597286799e+00
  6.52435582336153e+00 -3.64516755682277e+00
  6.52181910673694e+00 -3.64770427344535e+00
  6.51928239011234e+00 -3.65024099006793e+00
  6.68781084043154e+00 -3.80862257402270e+00
  6.68527412380694e+00 -3.81115929064528e+00
  6.68273740718234e+00 -3.81369600726786e+00
  6.85126585750154e+00 -3.97207759122264e+00
  6.84872914087695e+00 -3.97461430784522e+00
  6.84619242425235e+00 -3.97715102446780e+00
  7.01472087457155e+00 -4.13553260842257e+00
  7.01218415794695e+00 -4.13806932504515e+00
  7.00964744132235e+00 -4.14060604166773e+00
ZONE T =  "Block Number = 35" \ 
I = 3 \ 
J = 10 \ 
F = POINT 
  5.55214941911528e+00 -2.65591375545616e+00
  5.54924728317069e+00 -2.65881589139844e+00
  5.54634514722610e+00 -2.66171802734073e+00
  5.71560443618529e+00 -2.81936877265609e+00
  5.71270230024070e+00 -2.82227090859838e+00
  5.70980016429610e+00 -2.82517304454066e+00
  5.87905945325529e+00 -2.98282378985603e+00
  5.87615731731070e+00 -2.98572592579831e+00
  5.87325518136611e+00 -2.98862806174060e+00
  6.04251447032530e+00 -3.14627880705596e+00
  6.03961233438071e+00 -3.14918094299825e+00
  6.03671019843611e+00 -3.15208307894053e+00
  6.20596948739530e+00 -3.30973382425590e+00
  6.20306735145071e+00 -3.31263596019818e+00
  6.20016521550612e+00 -3.31553809614047e+00
  6.36942450446530e+00 -3.47318884145583e+00
  6.36652236852072e+00 -3.47609097739812e+00
  6.36362023257612e+00 -3.47899311334040e+00
