Block 0
50 5 44
50 5 44
 0 0 -5.316408554572273e-01 -7.004461651917402e-01 1.324218750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00150007978986651
   0   3    -9.41618126790173e-09
   1   0                        0
   1   1     0.000466884057852786
   1   2    -2.85409059939827e-07
   2   0     0.000957122766672323
   2   1     -2.5845232776993e-07
   3   0    -2.96587547614386e-08

 1 0 -4.260153000594182e-01 -6.698210041592405e-01 1.314843749999994e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00147299649955614
   0   3    -1.16523484433748e-08
   1   0                        0
   1   1     0.000451519561285148
   1   2    -2.83940561410033e-07
   2   0     0.000953477020067425
   2   1    -2.53573561776183e-07
   3   0    -2.23850613379998e-08

 2 0 -3.203897366846198e-01 -6.391958408138837e-01 1.305468750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00144617362647735
   0   3    -1.38403923824045e-08
   1   0                        0
   1   1     0.000436415482447611
   1   2    -2.82425666148694e-07
   2   0     0.000950091690744547
   2   1    -2.48654353960903e-07
   3   0    -1.50914639339405e-08

 3 0 -2.147641651597347e-01 -6.085706751054851e-01 1.296093750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00141961117064128
   0   3    -1.59803283635726e-08
   1   0                        0
   1   1     0.000421571821359265
   1   2    -2.80864426913828e-07
   2   0     0.000946966778703282
   2   1    -2.43694886304765e-07
   3   0    -7.77859019671037e-09

 4 0 -1.091385853066181e-01 -5.779455069823922e-01 1.286718749999999e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00139330913205931
   0   3    -1.80721721352714e-08
   1   0                        0
   1   1     0.000406988578039632
   1   2    -2.79256898006707e-07
   2   0     0.000944102283942785
   2   1    -2.38695346098737e-07
   3   0    -4.47086073871175e-10

 5 0 -3.512996941896009e-03 -5.473203363914373e-01 1.277343750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00136726751074311
   0   3    -2.01159399016893e-08
   1   0                        0
   1   1     0.000392665752508676
   1   2    -2.77603135323477e-07
   2   0     0.000941498206461763
   2   1      -2.336559261311e-07
   3   0     6.90238352531433e-09

 6 0 1.021126001232286e-01 -5.166951632778805e-01 1.267968750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2       0.0013414863067047
   0   3    -2.21116483475572e-08
   1   0                        0
   1   1     0.000378603344786833
   1   2    -2.75903196411692e-07
   2   0     0.000939154546258461
   2   1    -2.28576824891241e-07
   3   0     1.42691340284919e-08

 7 0 2.077382060831782e-01 -4.860699875853508e-01 1.258593750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2       0.0013159655199564
   0   3    -2.40593146539611e-08
   1   0                        0
   1   1     0.000364801354895021
   1   2    -2.74157140533791e-07
   2   0     0.000937071303330588
   2   1    -2.23458246783105e-07
   3   0     2.16524604641471e-08

 8 0 3.133638211382112e-01 -4.554448092557850e-01 1.249218750000003e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00129070515051084
   0   3     -2.5958956517098e-08
   1   0                        0
   1   1      0.00035125978285463
   1   2    -2.72365028731198e-07
   2   0     0.000935248477675326
   2   1    -2.18300402346531e-07
   3   0     2.90516367006694e-08

 9 0 4.189894454946438e-01 -4.248196282293636e-01 1.239843750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00126570519838101
   0   3    -2.78105921693703e-08
   1   0                        0
   1   1      0.00033797862868756
   1   2    -2.70526923893385e-07
   2   0     0.000933686069289247
   2   1    -2.13103508489482e-07
   3   0     3.64659146411945e-08

 10 0 5.246150793650793e-01 -3.941944444444443e-01 1.230468749999999e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00124096566358025
   0   3    -2.96142403984041e-08
   1   0                        0
   1   1     0.000324957892416225
   1   2    -2.68642890824267e-07
   2   0     0.000932384078168301
   2   1    -2.07867788730931e-07
   3   0     4.38945233920699e-08

 11 0 6.302407229686501e-01 -3.635692578374921e-01 1.221093750000002e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00121648654612226
   0   3    -3.13699205669773e-08
   1   0                        0
   1   1     0.000312197574063566
   1   2    -2.66712996318019e-07
   2   0      0.00093134250430777
   2   1    -2.02593473452936e-07
   3   0     5.13366683845536e-08

 12 0 7.358663765312704e-01 -3.329440683430043e-01 1.211718750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00119226784602112
   0   3    -3.30776526432869e-08
   1   0                        0
   1   1     0.000299697673653071
   1   2    -2.64737309238237e-07
   2   0     0.000930561347702195
   2   1      -1.972808001697e-07
   3   0     5.87915304590342e-08

 13 0 8.414920402858995e-01 -3.023188758934371e-01 1.202343750000003e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00116830956329129
   0   3    -3.47374572103629e-08
   1   0                        0
   1   1     0.000287458191208775
   1   2    -2.62715900592956e-07
   2   0     0.000930040608345357
   2   1    -1.91930013800866e-07
   3   0     6.62582649105251e-08

 14 0 9.471177144728228e-01 -2.716936804191226e-01 1.192968750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00114461169794764
   0   3    -3.63493555029384e-08
   1   0                        0
   1   1     0.000275479126755298
   1   2    -2.60648843627309e-07
   2   0     0.000929780286230196
   2   1    -1.86541366967972e-07
   3   0     7.37360004719426e-08

 15 0 1.052743399339934e+00 -2.410684818481847e-01 1.183593750000002e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00112117425000545
   0   3    -3.79133694292656e-08
   1   0                        0
   1   1     0.000263760480317833
   1   2    -2.58536213901647e-07
   2   0     0.000929780381348778
   2   1    -1.81115120294375e-07
   3   0     8.12238382851969e-08

 16 0 1.158369095143048e+00 -2.104432801064539e-01 1.174218749999997e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00109799721948042
   0   3    -3.94295215939124e-08
   1   0                        0
   1   1     0.000252302251922191
   1   2    -2.56378089394488e-07
   2   0      0.00093004089369221
   2   1    -1.75651542727634e-07
   3   0     8.87208507721498e-08

 17 0 1.263994802146211e+00 -1.798180751173709e-01 1.164843750000003e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00107508060638873
   0   3    -4.08978353328315e-08
   1   0                        0
   1   1     0.000241104441594796
   1   2     -2.5417455059009e-07
   2   0     0.000930561823250596
   2   1     -1.7015091187352e-07
   3   0      9.6226080506445e-08

 18 0 1.369620520622042e+00 -1.491928668018932e-01 1.155468750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00105242441074696
   0   3    -4.23183347357632e-08
   1   0                        0
   1   1     0.000230167049362701
   1   2     -2.5192568058756e-07
   2   0     0.000931343170012927
   2   1    -1.64613514347307e-07
   3   0     1.03738538981864e-07

 19 0 1.475246250852078e+00 -1.185676550783912e-01 1.146093750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00103002863257223
   0   3    -4.36910446841092e-08
   1   0                        0
   1   1     0.000219490075253625
   1   2    -2.49631565205552e-07
   2   0     0.000932384933967067
   2   1    -1.59039646143592e-07
   3   0     1.11257205346327e-07

 20 0 1.580871993127149e+00 -8.794243986254290e-02 1.136718750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00100789327188212
   0   3    -4.50159908767977e-08
   1   0                        0
   1   1     0.000209073519295946
   1   2     -2.4729229309622e-07
   2   0     0.000933687115099608
   2   1     -1.5342961302231e-07
   3   0     1.18781025064163e-07

 21 0 1.686497747747747e+00 -5.731722106722106e-02 1.127343749999999e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000986018328694717
   0   3    -4.62931998710416e-08
   1   0                        0
   1   1      0.00019891738151873
   1   2    -2.44907955850795e-07
   2   0     0.000935249713395823
   2   1    -1.47783730910194e-07
   3   0     1.26308908550441e-07

 22 0 1.792123515024459e+00 -2.669199860237599e-02 1.117968750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000964403803028651
   0   3    -4.75226991121387e-08
   1   0                        0
   1   1     0.000189021661951762
   1   2    -2.42478648147099e-07
   2   0     0.000937072728839575
   2   1    -1.42102326337408e-07
   3   0     1.33839729630698e-07

 23 0 1.897749295278367e+00 3.933227625088068e-03 1.108593749999999e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000943049694903083
   0   3    -4.87045169758134e-08
   1   0                        0
   1   1     0.000179386360625526
   1   2    -2.40004467854474e-07
   2   0     0.000939156161413163
   2   1    -1.36385736875434e-07
   3   0     1.41372324068091e-07

 24 0 2.003375088841507e+00 3.455845771144271e-02 1.099218750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000921956004337762
   0   3    -4.98386828044982e-08
   1   0                        0
   1   1     0.000170011477571274
   1   2    -2.37485516182885e-07
   2   0     0.000941500011097292
   2   1    -1.30634311612611e-07
   3   0      1.4890548790328e-07

 25 0 2.109000896057347e+00 6.518369175627245e-02 1.089843750000002e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000901122731353016
   0   3    -5.09252269516319e-08
   1   0                        0
   1   1     0.000160897012821008
   1   2     -2.3492189783102e-07
   2   0     0.000944104277870922
   2   1    -1.24848411651756e-07
   3   0     1.56437975734273e-07

 26 0 2.214626717281267e+00 9.580892986261738e-02 1.080468750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000880549875969773
   0   3    -5.19641808218719e-08
   1   0                        0
   1   1     0.000152042966407506
   1   2    -2.32313721123977e-07
   2   0     0.000946968961711102
   2   1     -1.1902841062552e-07
   3   0     1.63968498953836e-07

 27 0 2.320252552881112e+00 1.264341721371262e-01 1.071093749999996e-02
    3
   0   0                        1
   0   1                        0
   0   2      0.00086023743820961
   0   3    -5.29555769230306e-08
   1   0                        0
   1   1     0.000143449338364347
   1   2    -2.29661098198471e-07
   2   0     0.000950094062592935
   2   1    -1.13174695255717e-07
   3   0     1.71495723782196e-07

 28 0 2.425878403237672e+00 1.570594186902133e-01 1.061718750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000840185418094747
   0   3    -5.38994489074918e-08
   1   0                        0
   1   1     0.000135116128725942
   1   2    -2.26964145110089e-07
   2   0     0.000953479580489351
   2   1    -1.07287665907307e-07
   3   0     1.79018269463253e-07

 29 0 2.531504268745360e+00 1.876846696362283e-01 1.052343750000007e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000820393815648096
   0   3    -5.47958316290638e-08
   1   0                        0
   1   1     0.000127043337527539
   1   2    -2.24222982100274e-07
   2   0     0.000957125515370986
   2   1    -1.01367737230944e-07
   3   0     1.86534705877365e-07

 30 0 2.637130149812731e+00 2.183099250936330e-01 1.042968750000001e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000800862630893263
   0   3    -5.56447611951648e-08
   1   0                        0
   1   1      0.00011923096480523
   1   2    -2.21437733696337e-07
   2   0     0.000961031867206018
   2   1    -9.54153387738885e-08
   3   0     1.94043551609085e-07

 31 0 2.742756046863188e+00 2.489351851851853e-01 1.033593750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000781591863854594
   0   3    -5.64462750215925e-08
   1   0                        0
   1   1     0.000111679010596006
   1   2    -2.18608528967457e-07
   2   0     0.000965198635960013
   2   1    -8.94309156744882e-08
   3   0     2.01543271411734e-07

 32 0 2.848381960335623e+00 2.795604500381386e-01 1.024218750000000e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000762581514557188
   0   3     -5.7200411894708e-08
   1   0                        0
   1   1     0.000104387474937754
   1   2    -2.15735501697739e-07
   2   0     0.000969625821595672
   2   1    -8.34149293670891e-08
   3   0     2.09032273870701e-07

 33 0 2.954007890685135e+00 3.101857197844493e-01 1.014843750000005e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000743831583026941
   0   3    -5.79072120351619e-08
   1   0                        0
   1   1     9.73563578692915e-05
   1   2    -2.12818790603966e-07
   2   0     0.000974313424072732
   2   1    -7.73678583332011e-08
   3   0     2.16508908803855e-07

 34 0 3.059633838383836e+00 3.408109945609941e-01 1.005468750000005e-02
    3
   0   0                        1
   0   1                        0
   0   2     0.000725342069290566
   0   3    -5.85667171627574e-08
   1   0                        0
   1   1      9.0585659430357e-05
   1   2    -2.09858539611184e-07
   2   0      0.00097926144334761
   2   1    -7.12901989112284e-08
   3   0        2.23971464359e-07

 35 0 3.165259803921572e+00 3.714362745098040e-01 9.960937499999989e-03
    3
   0   0                        1
   0   1                        0
   0   2     0.000707112973375625
   0   3    -5.91789705697565e-08
   1   0                        0
   1   1     8.40753796616693e-05
   1   2    -2.06854898028878e-07
   2   0     0.000984469879373327
   2   1     -6.5182466114673e-08
   3   0     2.31418164360717e-07

 36 0 3.270885787806799e+00 4.020615597783044e-01 9.867187500000041e-03
    3
   0   0                        1
   0   1                        0
   0   2      0.00068914429531055
   0   3    -5.97440171872228e-08
   1   0                        0
   1   1     7.78255186049207e-05
   1   2    -2.03808020841211e-07
   2   0     0.000989938732099061
   2   1    -5.90451945299738e-08
   3   0      2.3884716514186e-07

 37 0 3.376511790567558e+00 4.326868505195856e-01 9.773437499999926e-03
    3
   0   0                        1
   0   1                        0
   0   2     0.000671436035124742
   0   3    -6.02619036873814e-08
   1   0                        0
   1   1      7.1836076302826e-05
   1   2    -2.00718069029492e-07
   2   0     0.000995668001470132
   2   1    -5.28789392736002e-08
   3   0     2.46256552080052e-07

 38 0 3.482137812752208e+00 4.633121468926537e-01 9.679687500000034e-03
    3
   0   0                        1
   0   1                        0
   0   2     0.000653988192848473
   0   3    -6.07326785200364e-08
   1   0                        0
   1   1     6.61070527990896e-05
   1   2    -1.97585209717317e-07
   2   0      0.00100165768742739
   2   1    -4.66842769332694e-08
   3   0     2.53644336783987e-07

 39 0 3.587763854930711e+00 4.939374490627530e-01 9.585937500000141e-03
    3
   0   0                        1
   0   1                        0
   0   2      0.00063680076851309
   0   3     -6.1156392065958e-08
   1   0                        0
   1   1     6.06384481385002e-05
   1   2    -1.94409616669442e-07
   2   0      0.00100790778990724
   2   1    -4.04618066925201e-08
   3   0     2.61008452632359e-07

 40 0 3.693389917695468e+00 5.245627572016454e-01 9.492187500000027e-03
    3
   0   0                        1
   0   1                        0
   0   2      0.00061987376215092
   0   3    -6.15330966756529e-08
   1   0                        0
   1   1     5.54302623668498e-05
   1   2    -1.91191470462191e-07
   2   0      0.00101441830884096
   2   1    -3.42121513852171e-08
   3   0     2.68346751587177e-07

 41 0 3.799016001662509e+00 5.551880714879449e-01 9.398437500000023e-03
    3
   0   0                        1
   0   1                        0
   0   2     0.000603207173795381
   0   3     -6.1862846786846e-08
   1   0                        0
   1   1     5.04824955310518e-05
   1   2    -1.87930958872947e-07
   2   0       0.0010211892441546
