DOM_S2
2
2 2
3.141592653
-0.5000000   0.7071068  -0.5000000   1.0000000
 0.5000000   0.7071068  -0.5000000   1.0000000
-0.5000000   0.7071068   0.5000000   1.0000000
 0.5000000   0.7071068   0.5000000   1.0000000

DOM_S4
4
2 4 4 2
3.141592653
-0.2958759   0.2958759  -0.9082483   0.3333333
 0.2958759   0.2958759  -0.9082483   0.3333333
-0.9082483   0.2958759  -0.2958759   0.3333333
-0.2958759   0.9082483  -0.2958759   0.3333333
 0.2958759   0.9082483  -0.2958759   0.3333333
 0.9082483   0.2958759  -0.2958759   0.3333333
-0.9082483   0.2958759   0.2958759   0.3333333
-0.2958759   0.9082483   0.2958759   0.3333333
 0.2958759   0.9082483   0.2958759   0.3333333
 0.9082483   0.2958759   0.2958759   0.3333333
-0.2958759   0.2958759   0.9082483   0.3333333
 0.2958759   0.2958759   0.9082483   0.3333333


DOM_S6
6
2 4 6 6 4 2
3.141592653
-0.1838670   0.1838670  -0.9656013   0.1024651
 0.1838670   0.1838670  -0.9656013   0.1024651
-0.6950514   0.1838670  -0.6950514   0.2308682
-0.1838670   0.6950514  -0.6950514   0.2308682
 0.1838670   0.6950514  -0.6950514   0.2308682
 0.6950514   0.1838670  -0.6950514   0.2308682
-0.9656013   0.1838670  -0.9656013   0.1024651
-0.6950514   0.6950514  -0.9656013   0.2308682
-0.1838670   0.9656013  -0.9656013   0.1024651
 0.1838670   0.9656013  -0.9656013   0.1024651
 0.6950514   0.6950514  -0.9656013   0.2308682
 0.9656013   0.1838670  -0.9656013   0.1024651
-0.9656013   0.1838670   0.9656013   0.1024651
-0.6950514   0.6950514   0.9656013   0.2308682
-0.1838670   0.9656013   0.9656013   0.1024651
 0.1838670   0.9656013   0.9656013   0.1024651
 0.6950514   0.6950514   0.9656013   0.2308682
 0.9656013   0.1838670   0.9656013   0.1024651
-0.6950514   0.1838670   0.6950514   0.2308682
-0.1838670   0.6950514   0.6950514   0.2308682
 0.1838670   0.6950514   0.6950514   0.2308682
 0.6950514   0.1838670   0.6950514   0.2308682
-0.1838670   0.1838670   0.9656013   0.1024651
 0.1838670   0.1838670   0.9656013   0.1024651


DOM_S8
8
2 4 6 8 8 6 4 2
3.141592653
-0.1422555   0.1422555  -0.9795543   0.1090122
 0.1422555   0.1422555  -0.9795543   0.1090122
-0.5773503   0.1422555  -0.8040087   0.0631708
-0.1422555   0.5773503  -0.8040087   0.0631708
 0.1422555   0.5773503  -0.8040087   0.0631708
 0.5773503   0.1422555  -0.8040087   0.0631708
-0.8040087   0.1422555  -0.5773503   0.0631708
-0.5773503   0.5773503  -0.5773503   0.2939388
-0.1422555   0.8040087  -0.5773503   0.0631708
 0.1422555   0.8040087  -0.5773503   0.0631708
 0.5773503   0.5773503  -0.5773503   0.2939388
 0.8040087   0.1422555  -0.5773503   0.0631708
-0.9795543   0.1422555  -0.1422555   0.1090122
-0.8040087   0.5773503  -0.1422555   0.0631708
-0.5773503   0.8040087  -0.1422555   0.0631708 
-0.1422555   0.9795543  -0.1422555   0.1090122
 0.1422555   0.9795543  -0.1422555   0.1090122
 0.5773503   0.8040087  -0.1422555   0.0631708
 0.8040087   0.5773503  -0.1422555   0.0631708       
 0.9795543   0.1422555  -0.1422555   0.1090122
-0.9795543   0.1422555   0.1422555   0.1090122
-0.8040087   0.5773503   0.1422555   0.0631708
-0.5773503   0.8040087   0.1422555   0.0631708
-0.1422555   0.9795543   0.1422555   0.1090122
 0.1422555   0.9795543   0.1422555   0.1090122
 0.5773503   0.8040087   0.1422555   0.0631708
 0.8040087   0.5773503   0.1422555   0.0631708
 0.9795543   0.1422555   0.1422555   0.1090122
-0.8040087   0.1422555   0.5773503   0.0631708       
-0.5773503   0.5773503   0.5773503   0.2939388       
-0.1422555   0.8040087   0.5773503   0.0631708       
 0.1422555   0.8040087   0.5773503   0.0631708
 0.5773503   0.5773503   0.5773503   0.2939388
 0.8040087   0.1422555   0.5773503   0.0631708      
-0.5773503   0.1422555   0.8040087   0.0631708
-0.1422555   0.5773503   0.8040087   0.0631708       
 0.1422555   0.5773503   0.8040087   0.0631708                     
 0.5773503   0.1422555   0.8040087   0.0631708         
-0.1422555   0.1422555   0.9795543   0.1090122          
 0.1422555   0.1422555   0.9795543   0.1090122       


DOM_S12
12
2 4 6 8 10 12 12 10 8 6 4 2
3.141592653
-0.0935899   0.0935899  -0.9912022   0.0880806
 0.0935899   0.0935899  -0.9912022   0.0880806
-0.4511138   0.0935899  -0.8875457  -0.0388597
-0.0935899   0.4511138  -0.8875457  -0.0388597
 0.0935899   0.4511138  -0.8875457  -0.0388597
 0.4511138   0.0935899  -0.8875457  -0.0388597
-0.6310691   0.0935899  -0.7700602   0.0676702
-0.4511138   0.4511138  -0.7700602   0.3963306
-0.0935899   0.6310691  -0.7700602   0.0676702
 0.0935899   0.6310691  -0.7700602   0.0676702
 0.4511138   0.4511138  -0.7700602   0.3963306
 0.6310691   0.0935899  -0.7700602   0.0676702
-0.7700602   0.0935899  -0.6310691   0.0676702
-0.6310691   0.4511138  -0.6310691  -0.2086989
-0.4511138   0.6310691  -0.6310691  -0.2086989
-0.0935899   0.7700602  -0.6310691   0.0676702
 0.0935899   0.7700602  -0.6310691   0.0676702
 0.4511138   0.6310691  -0.6310691  -0.2086989
 0.6310691   0.4511138  -0.6310691  -0.2086989
 0.7700602   0.0935899  -0.6310691   0.0676702
-0.8875457   0.0935899  -0.4511138  -0.0388597
-0.7700602   0.4511138  -0.4511138   0.3963306
-0.6310691   0.6310691  -0.4511138  -0.2086989
-0.4511138   0.7700602  -0.4511138   0.3963306
-0.0935899   0.8875457  -0.4511138  -0.0388597
 0.0935899   0.8875457  -0.4511138  -0.0388597
 0.4511138   0.7700602  -0.4511138   0.3963306
 0.6310691   0.6310691  -0.4511138  -0.2086989
 0.7700602   0.4511138  -0.4511138   0.3963306
 0.8875457   0.0935899  -0.4511138  -0.0388597
-0.9912022   0.0935899  -0.0935899   0.0880806
-0.8875457   0.4511138  -0.0935899  -0.0388597
-0.7700602   0.6310691  -0.0935899   0.0676702
-0.6310691   0.7700602  -0.0935899   0.0676702
-0.4511138   0.8875457  -0.0935899  -0.0388597
-0.0935899   0.9912022  -0.0935899   0.0880806
 0.0935899   0.9912022  -0.0935899   0.0880806
 0.4511138   0.8875457  -0.0935899  -0.0388597
 0.6310691   0.7700602  -0.0935899   0.0676702
 0.7700602   0.6310691  -0.0935899   0.0676702
 0.8875457   0.4511138  -0.0935899  -0.0388597
 0.9912022   0.0935899  -0.0935899   0.0880806
-0.9912022   0.0935899   0.0935899   0.0880806
-0.8875457   0.4511138   0.0935899  -0.0388597
-0.7700602   0.6310691   0.0935899   0.0676702
-0.6310691   0.7700602   0.0935899   0.0676702
-0.4511138   0.8875457   0.0935899  -0.0388597
-0.0935899   0.9912022   0.0935899   0.0880806
 0.0935899   0.9912022   0.0935899   0.0880806
 0.4511138   0.8875457   0.0935899  -0.0388597
 0.6310691   0.7700602   0.0935899   0.0676702
 0.7700602   0.6310691   0.0935899   0.0676702
 0.8875457   0.4511138   0.0935899  -0.0388597
 0.9912022   0.0935899   0.0935899   0.0880806
-0.8875457   0.0935899   0.4511138  -0.0388597
-0.7700602   0.4511138   0.4511138   0.3963306
-0.6310691   0.6310691   0.4511138  -0.2086989
-0.4511138   0.7700602   0.4511138   0.3963306
-0.0935899   0.8875457   0.4511138  -0.0388597
 0.0935899   0.8875457   0.4511138  -0.0388597
 0.4511138   0.7700602   0.4511138   0.3963306
 0.6310691   0.6310691   0.4511138  -0.2086989
 0.7700602   0.4511138   0.4511138   0.3963306
 0.8875457   0.0935899   0.4511138  -0.0388597
-0.7700602   0.0935899   0.6310691   0.0676702
-0.6310691   0.4511138   0.6310691  -0.2086989
-0.4511138   0.6310691   0.6310691  -0.2086989
-0.0935899   0.7700602   0.6310691   0.0676702
 0.0935899   0.7700602   0.6310691   0.0676702
 0.4511138   0.6310691   0.6310691  -0.2086989
 0.6310691   0.4511138   0.6310691  -0.2086989
 0.7700602   0.0935899   0.6310691   0.0676702
-0.6310691   0.0935899   0.7700602   0.0676702
-0.4511138   0.4511138   0.7700602   0.3963306
-0.0935899   0.6310691   0.7700602   0.0676702
 0.0935899   0.6310691   0.7700602   0.0676702
 0.4511138   0.4511138   0.7700602   0.3963306
 0.6310691   0.0935899   0.7700602   0.0676702
-0.4511138   0.0935899   0.8875457  -0.0388597
-0.0935899   0.4511138   0.8875457  -0.0388597
 0.0935899   0.4511138   0.8875457  -0.0388597
 0.4511138   0.0935899   0.8875457  -0.0388597
-0.0935899   0.0935899   0.9912022   0.0880806
 0.0935899   0.0935899   0.9912022   0.0880806



DOM_T3
12
2 2 4 4 2 4 4 2 4 4 2 2
6.283185306
-.14002801E+00 0.14002801E+00 -.98019606E+00 0.35440946E-01
0.14002801E+00 0.14002801E+00 -.98019606E+00 0.35440946E-01
-.34815531E+00 0.34815531E+00 -.87038828E+00 0.65612861E-01
0.34815531E+00 0.34815531E+00 -.87038828E+00 0.65612861E-01
-.69631062E+00 0.17407766E+00 -.69631062E+00 0.65612861E-01
-.17407766E+00 0.69631062E+00 -.69631062E+00 0.65612861E-01
0.17407766E+00 0.69631062E+00 -.69631062E+00 0.65612861E-01
0.69631062E+00 0.17407766E+00 -.69631062E+00 0.65612861E-01
-.87038828E+00 0.34815531E+00 -.34815531E+00 0.65612861E-01
-.34815531E+00 0.87038828E+00 -.34815531E+00 0.65612861E-01
0.34815531E+00 0.87038828E+00 -.34815531E+00 0.65612861E-01
0.87038828E+00 0.34815531E+00 -.34815531E+00 0.65612861E-01
-.69631062E+00 0.69631062E+00 -.17407766E+00 0.65612861E-01
0.69631062E+00 0.69631062E+00 -.17407766E+00 0.65612861E-01
-.98019606E+00 0.14002801E+00 -.14002801E+00 0.35440946E-01
-.14002801E+00 0.98019606E+00 -.14002801E+00 0.35440946E-01
0.14002801E+00 0.98019606E+00 -.14002801E+00 0.35440946E-01
0.98019606E+00 0.14002801E+00 -.14002801E+00 0.35440946E-01
-.98019606E+00 0.14002801E+00  .14002801E+00 0.35440946E-01
-.14002801E+00 0.98019606E+00  .14002801E+00 0.35440946E-01
