7.3179150035e-05  1.1300000000e+00 3.8370000000e-01 0.0000000000e+00 1.0132500000e+05 0.0000000000e+00 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855925e-04  1.7627303111e-04  7.2470000000e-01
0.0002496229016  1.1300000000e+00 3.8370000000e-01 0.0000000000e+00 1.0132500000e+05 0.0000000000e+00 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855925e-04  1.7627303111e-04  7.2470000000e-01
0.0004126978258  1.1300000000e+00 3.8370000000e-01 0.0000000000e+00 1.0132500000e+05 2.5851483806e-48 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855925e-04  1.7627303111e-04  7.2470000000e-01
0.000563448159  1.1300000000e+00 3.8370000000e-01 0.0000000000e+00 1.0132500000e+05 0.0000000000e+00 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855925e-04  1.7627303111e-04  7.2470000000e-01
0.000702839218  1.1300000000e+00 3.8370000000e-01 0.0000000000e+00 1.0132500000e+05 0.0000000000e+00 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855925e-04  1.7627303111e-04  7.2470000000e-01
0.0008317635814  1.1300000000e+00 3.8370000001e-01 0.0000000000e+00 1.0132500000e+05 0.0000000000e+00 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855925e-04  1.7627303111e-04  7.2470000000e-01
0.0009510468054  1.1300000000e+00 3.8370000002e-01 0.0000000000e+00 1.0132500000e+05 1.9464206610e-15 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855925e-04  1.7627303111e-04  7.2470000000e-01
0.00106145271  1.1300000000e+00 3.8369999956e-01 0.0000000000e+00 1.0132500000e+05 2.4587750921e-13 0.0000000000e+00  5.5100000000e-02  2.1980841841e-01  2.1530855929e-04  1.7627303114e-04  7.2470000000e-01
0.001163688269  1.1299999999e+00 3.8369999885e-01 0.0000000000e+00 1.0132500000e+05 1.5073486580e-11 0.0000000000e+00  5.5099999999e-02  2.1980841841e-01  2.1530856153e-04  1.7627303297e-04  7.2470000000e-01
0.00125840814  1.1299999970e+00 3.8370000671e-01 0.0000000000e+00 1.0132500000e+05 5.0433468473e-10 0.0000000000e+00  5.5099999972e-02  2.1980841830e-01  2.1530863548e-04  1.7627309352e-04  7.2470000000e-01
0.001346218854  1.1299999431e+00 3.8370005388e-01 0.0000000000e+00 1.0132499999e+05 1.0104205427e-08 0.0000000000e+00  5.5099999443e-02  2.1980841619e-01  2.1531008656e-04  1.7627428152e-04  7.2470000000e-01
