TITLE = ": Ringleb's Flow Error Norms "
VARIABLES = "N" \ 
"L1" \ 
"L2" \ 
"Max" \ 
ZONE T =  "Block Number = 0" \ 
I = 5 \ 
J = 1 \ 
F = POINT \ 
9.805807e-02 3.874670e-03 5.198620e-03 1.990420e-02
4.938648e-02 2.558510e-03 3.336290e-03 1.180930e-02
2.468571e-02 1.542740e-03 2.024930e-03 8.538640e-03
